Unnamed: 0,position,city,specific_position,company_name,company_type,education,ability,experience,min_annual_salary,max_annual_salary,min_company_size,max_company_size
13,c++,上海·南京东路,对日C/C++开发,辛巴达软件,民营,学历不限,日语 C C++,1-3年,120000.0,240000.0,20.0,99.0
14,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C语言 C++,经验不限,210000.0,420000.0,1000.0,9999.0
15,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,182000.0,364000.0,10000.0,
16,c++,上海·青浦·徐泾,软件开发工程师：JAVA、APP、C++,上海道风信息科技有限公司,民营,本科,无要求,经验不限,72000.0,120000.0,,20.0
17,c++,上海·黄浦·小东门,c++,外企德科,合资,本科,后端开发 Java Python 多线程 微服务架构,经验不限,224000.0,420000.0,1000.0,9999.0
18,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,JavaScript Python C++,经验不限,238000.0,420000.0,10000.0,
20,c++,上海·浦东·金桥,python java c c++ js开发工程师,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
21,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Java Python c C++,经验不限,154000.0,308000.0,10000.0,
22,c++,上海·浦东·南汇新城,上位机软件工程师,上海知从科技有限公司,民营,本科,Java 四六级,经验不限,150000.0,300000.0,20.0,99.0
23,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C Javascript Spring,经验不限,144000.0,288000.0,1000.0,9999.0
24,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Python C++ Spring Java JavaScript,1-3年,210000.0,420000.0,10000.0,
26,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,1-3年,288000.0,560000.0,1000.0,9999.0
27,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,210000.0,420000.0,10000.0,
28,c++,上海·松江·新桥,初级C++开发工程师,上海叶烁数字信息技术发展有限公司,民营,本科,C++ C语言 C# 数据结构 Windows 嵌入式开发 算法基础 嵌入式技术,经验不限,60000.0,96000.0,20.0,99.0
29,c++,上海·浦东·金桥,c++,外企德科,合资,本科,Java,经验不限,180000.0,360000.0,1000.0,9999.0
30,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言 Java Python,经验不限,272000.0,480000.0,10000.0,
31,c++,上海·闵行·颛桥,c/c++,上海玮蓬电子科技有限公司,,本科,无要求,经验不限,238000.0,350000.0,20.0,99.0
32,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
33,c++,上海·青浦·金泽,c++,外企德科数字技术有限公司,,本科,C语言 Java C++,经验不限,210000.0,280000.0,10000.0,
34,c++,上海·浦东·金桥,日语c++/c#开发工程师,上海宝宏软件有限公司,民营,学历不限,无要求,经验不限,108000.0,216000.0,100.0,299.0
35,c++,上海·浦东·金桥,Java/c++/c/python/js/php/测试/线上面试,外企德科,合资,本科,无要求,经验不限,180000.0,360000.0,1000.0,9999.0
36,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,182000.0,364000.0,10000.0,
38,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
39,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,210000.0,420000.0,10000.0,
40,c++,上海·浦东·金桥,C/C++,其他,民营,本科,C语言 C++ 嵌入式开发 Oracle Linux 多线程,经验不限,168000.0,336000.0,10000.0,
41,c++,上海·浦东·金桥,c++,外企德科,合资,本科,JavaScript Python C++,1-3年,140000.0,196000.0,1000.0,9999.0
42,c++,上海·青浦·金泽,c++,外企德科数字技术有限公司,,本科,C语言 C# 嵌入式开发 Linux开发 MySQL Oracle,经验不限,180000.0,360000.0,10000.0,
43,c++,上海·泗泾,软件工程师(应届生),其他,上市公司,本科,C# C/C++ 嵌入式 通信,经验不限,150000.0,225000.0,100.0,299.0
44,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,320000.0,640000.0,1000.0,9999.0
45,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言 C++ Java,经验不限,210000.0,350000.0,10000.0,
46,c++,上海·浦东·康桥,C++开发工程师,上海震垒科技有限公司,民营,本科,无要求,经验不限,210000.0,350000.0,20.0,99.0
47,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,156000.0,312000.0,1000.0,9999.0
48,c++,上海·青浦·徐泾,c++,外企德科数字技术有限公司,,本科,Python C++ Spring Java JavaScript,1-3年,210000.0,420000.0,10000.0,
49,c++,上海·闵行·颛桥,C/C++ 视觉 软件工程师,世智智能科技(上海)有限公司,民营,大专,OpenCV QT C#,经验不限,72000.0,120000.0,,20.0
50,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
51,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,182000.0,364000.0,10000.0,
52,c++,上海·静安·曹家渡,量化交易开发（C++） (MJ000052),国泰君安风险管理有限公司,国企,本科,C# C语言 交易系统,经验不限,120000.0,240000.0,20.0,99.0
53,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,196000.0,392000.0,1000.0,9999.0
54,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Python C++ C Java 通信/物联网/自动化 嵌入式,经验不限,210000.0,420000.0,10000.0,
55,c++,上海·闵行·浦江,软件开发,上海中船船舶设计技术国家工程研究中心有限公司,国企,本科,QT开发 Qt,经验不限,120000.0,156000.0,100.0,299.0
57,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,210000.0,420000.0,10000.0,
58,c++,上海·浦东·塘桥,对日嵌入式C开发工程师,辛巴达软件,民营,学历不限,无要求,1-3年,144000.0,288000.0,20.0,99.0
59,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C++ Python Java,经验不限,336000.0,640000.0,1000.0,9999.0
60,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言 Java Python 机器人开发 Web开发 嵌入式开发 测试,经验不限,182000.0,364000.0,10000.0,
61,c++,上海·松江·泗泾,Windows C++软件工程师（松江-应届生）,其他,上市公司,本科,C++ COM MFC,经验不限,144000.0,216000.0,500.0,999.0
62,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,140000.0,280000.0,1000.0,9999.0
63,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言 Java Python,经验不限,210000.0,420000.0,10000.0,
64,c++,上海·徐汇·斜土路,少儿编程c++讲师,北京童程时代科技有限公司,民营,本科,无要求,1-3年,180000.0,360000.0,1000.0,9999.0
65,c++,上海·浦东·金桥,研发（java/JS/Python/C/C++/Go/测试）,外企德科,合资,本科,Java Python JavaScript,经验不限,180000.0,360000.0,1000.0,9999.0
66,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Java Python C++,1-3年,196000.0,392000.0,10000.0,
67,c++,上海·松江·九亭,嵌入式软件研发工程师,上海紫通信息科技有限公司,民营,本科,C语言 嵌入式开发 QT开发 Qt MySQL,经验不限,96000.0,180000.0,20.0,99.0
68,c++,上海·杨浦·四平路,c++开发工程师,上海同豪土木工程咨询有限公司,民营,本科,无要求,1年以下,108000.0,192000.0,300.0,499.0
69,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,学历不限,Java Python C语言,3-5年,180000.0,360000.0,10000.0,
70,c++,上海·浦东·金桥,c++,外企德科,合资,本科,Java Python JavaScript 后端开发 全栈开发 分布式技术 C++ Shell,经验不限,252000.0,490000.0,1000.0,9999.0
71,c++,上海·浦东·张江,软件工程师,上海智能制造功能平台有限公司,国企,本科,C语言 C# MySQL,经验不限,150000.0,225000.0,100.0,299.0
72,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C++,经验不限,180000.0,240000.0,10000.0,
73,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C++ C语言,经验不限,180000.0,360000.0,1000.0,9999.0
74,c++,上海·浦东·洋泾,C++开发工程师（SE）,上海文华财经资讯股份有限公司,股份制企业,本科,非外包/非外派 C++ Windows Linux 数据结构 网络编程 算法基础 嵌入式技术,经验不限,180000.0,360000.0,300.0,499.0
75,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,168000.0,336000.0,10000.0,
76,c++,上海·闵行·吴泾,c++,智联网络技术有限公司,上市公司,本科,无要求,经验不限,120000.0,240000.0,1000.0,9999.0
77,c++,上海·嘉定·徐行,软件工程师,其他,股份制企业,本科,后端开发 C++ C# SQL,1-3年,98000.0,140000.0,1000.0,9999.0
78,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,182000.0,364000.0,10000.0,
79,c++,上海·浦东·张江,c++,上海汉朔信息科技有限公司,民营,本科,无要求,3-5年,252000.0,276000.0,1000.0,9999.0
80,c++,上海·浦东·张江,C++开发工程师,上海创景,民营,本科,C++ 编译 源码 分析,经验不限,240000.0,360000.0,100.0,299.0
81,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言 C++ Java,经验不限,224000.0,420000.0,10000.0,
82,c++,上海·松江·泗泾,Linux C/C++ 软件工程师（松江-应届生）,其他,上市公司,本科,C++ Linux,经验不限,144000.0,216000.0,500.0,999.0
83,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,1-3年,156000.0,300000.0,1000.0,9999.0
84,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C++ C Python,经验不限,240000.0,480000.0,10000.0,
85,c++,上海·长宁·华阳路,C++,其他,民营,大专,Qt C语言,经验不限,108000.0,192000.0,10000.0,
86,c++,上海·浦东·金桥,前后端开发工程师 JAVA C C++ JS GO Python,外企德科,合资,本科,无要求,经验不限,180000.0,360000.0,1000.0,9999.0
87,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,224000.0,420000.0,10000.0,
89,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,240000.0,480000.0,1000.0,9999.0
90,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言,经验不限,180000.0,360000.0,10000.0,
91,c++,上海·青浦·徐泾,硬件嵌入式开发工程师：PCB、C/C++,上海道风信息科技有限公司,民营,本科,无要求,经验不限,72000.0,120000.0,,20.0
92,c++,上海·浦东·金桥,c++,外企德科,合资,本科,后端开发 WEB开发 大数据开发,1-3年,210000.0,420000.0,1000.0,9999.0
93,c++,上海·青浦·金泽,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,224000.0,420000.0,10000.0,
94,c++,上海·浦东·唐镇,c++,上海有大信息科技,民营,本科,无要求,3-5年,204000.0,240000.0,100.0,299.0
95,c++,上海·浦东·陆家嘴,C++上海(J16334),其他,上市公司,本科,C++ Java Linux开发 MySQL,5-10年,144000.0,240000.0,10000.0,
96,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Python C++ C,经验不限,210000.0,420000.0,10000.0,
97,c++,上海·闵行·新虹,嵌入式C++开发（线上面试+会有出差+薪资面议面议）,上海信息人才服务有限公司,国企,本科,C++,5-10年,252000.0,420000.0,100.0,299.0
98,c++,上海·浦东·金桥,c++,外企德科,合资,本科,后端开发 WEB开发 全栈开发,经验不限,210000.0,420000.0,1000.0,9999.0
99,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,JavaScript Python C++ Spring Mybatis Hibernate MySQL PostgreSQL,经验不限,224000.0,448000.0,10000.0,
100,c++,上海·静安·江宁路,C++开发工程师,上海有大信息科技,民营,本科,C++ Linux 基金,3-5年,144000.0,240000.0,100.0,299.0
101,c++,上海·花木,C++开发工程师,上海洛书投资管理有限公司,民营,本科,C++ Linux,经验不限,300000.0,600000.0,20.0,99.0
102,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,无经验,240000.0,480000.0,10000.0,
103,c++,上海·浦东·金桥,c++,外企德科,合资,本科,JavaScript Spring Hibernate C++ C MySQL PostgreSQL,3-5年,210000.0,420000.0,1000.0,9999.0
104,c++,上海·浦东·金桥,高级c++开发工程师,其他,民营,本科,无要求,经验不限,168000.0,240000.0,10000.0,
105,c++,上海·青浦·金泽,软件开发和测试 接受应届/导师带教,外企德科数字技术有限公司,,本科,C语言 Java Python 嵌入式开发 Web开发 PyTorch,经验不限,210000.0,420000.0,10000.0,
106,c++,上海·静安·天目西路,中间件软件开发工程师,上海陟明信息技术有限责任公司,民营,学历不限,C语言 C#,经验不限,180000.0,192000.0,100.0,299.0
107,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,240000.0,480000.0,1000.0,9999.0
108,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言,经验不限,210000.0,420000.0,10000.0,
109,c++,上海·普陀·桃浦,软件工程开发师,上海惟斯迪信息科技有限公司,民营,大专,C语言 Java MySQL QT开发 MONGODB REDIS TCP/IP及SOCKET,3-5年,195000.0,260000.0,,20.0
110,c++,上海·浦东·康桥,C++开发工程师,上海震垒科技有限公司,民营,本科,无要求,1-3年,210000.0,336000.0,20.0,99.0
111,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Python Java C++,1-3年,168000.0,336000.0,10000.0,
112,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
113,c++,上海·浦东·康桥,C++工程师,上海震垒科技有限公司,民营,本科,后端开发 QT 客户端开发,经验不限,210000.0,420000.0,20.0,99.0
114,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,JavaScript Python C++,经验不限,180000.0,360000.0,10000.0,
115,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,182000.0,364000.0,1000.0,9999.0
116,c++,上海·浦东·洋泾,软件工程师（C方向，英语流利）,大连思泰克科技有限公司,外商独资,大专,Objective-C C++ 英语流利,1-3年,273000.0,455000.0,100.0,299.0
117,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Python C++,经验不限,180000.0,360000.0,10000.0,
118,c++,上海·浦东·金桥,C++,其他,民营,本科,C语言 C++,1-3年,120000.0,204000.0,10000.0,
119,c++,上海·浦东·花木,c++,其他,股份制企业,本科,无要求,3-5年,240000.0,360000.0,1000.0,9999.0
120,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C# Java Python 嵌入式开发 Web开发 Linux开发,经验不限,210000.0,420000.0,10000.0,
121,c++,上海·浦东·金桥,急招c++开发+周末加班双倍,其他,民营,本科,无要求,1-3年,132000.0,240000.0,10000.0,
122,c++,上海·浦东·金桥,c++,呈途(浙江)信息技术有限公司江西分公司,股份制企业,本科,无要求,1-3年,156000.0,312000.0,500.0,999.0
123,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C++ C Python,3-5年,240000.0,420000.0,10000.0,
124,c++,上海·浦东·金桥,c++开发,其他,民营,本科,无要求,1-3年,120000.0,180000.0,10000.0,
125,c++,上海·张江,C/C++软件开发,上海微电子装备(集团)股份有限公司,股份制企业,本科,C C++ Windows Linux Vxworks,经验不限,300000.0,450000.0,1000.0,9999.0
126,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,学历不限,Java Python STL MySQL 分布式经验 LINUX开发/部署经验,经验不限,252000.0,490000.0,10000.0,
127,c++,上海·静安·彭浦,3D打印机下位机固件开发,遨为(上海)数字技术有限公司,民营,本科,Python C++ QT开发 MARLIN KLIPPER STM32,1-3年,169000.0,247000.0,20.0,99.0
128,c++,上海·浦东·金桥,c++,外企德科,合资,本科,后端开发 C语言 C++,经验不限,225000.0,450000.0,1000.0,9999.0
129,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Java Python C++,1-3年,156000.0,312000.0,10000.0,
130,c++,上海·普陀·长征,c/c++软件开发工程师,上海艾廉信息技术有限公司,民营,大专,无要求,1-3年,120000.0,144000.0,20.0,99.0
131,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,225000.0,450000.0,1000.0,9999.0
132,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言 C++ Linux开发 嵌入式开发,经验不限,210000.0,280000.0,10000.0,
133,c++,上海·徐汇·龙华,C++,北京易博中天科技有限公司,民营,本科,C语言,3-5年,132000.0,180000.0,20.0,99.0
134,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C语言 Python Java,经验不限,210000.0,420000.0,1000.0,9999.0
135,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,182000.0,364000.0,10000.0,
137,c++,上海·宝山·友谊路,C++开发工程师,沈阳东硕信息技术有限公司,民营,本科,后端开发 WPF QT C++ SQL Windows Linux Winform,3-5年,104000.0,130000.0,20.0,99.0
138,c++,上海·黄浦·小东门,开发,外企德科数字技术有限公司,,本科,无要求,经验不限,180000.0,192000.0,10000.0,
139,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,196000.0,392000.0,1000.0,9999.0
140,c++,上海·松江·泗泾,Linux C/C++中级软件工程师(松江）,其他,上市公司,本科,C++ Linux 中级软件工程师,3-5年,216000.0,288000.0,500.0,999.0
141,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,210000.0,420000.0,10000.0,
143,c++,上海·浦东·张江,c++高级软件工程师,上海汉朔信息科技有限公司,民营,本科,无要求,5-10年,228000.0,276000.0,1000.0,9999.0
144,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,180000.0,360000.0,10000.0,
145,c++,上海·闵行·江川路,C++开发人员,大连思泰克科技有限公司,外商独资,本科,C++,3-5年,156000.0,195000.0,100.0,299.0
146,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C++ C,经验不限,225000.0,450000.0,1000.0,9999.0
147,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,210000.0,420000.0,10000.0,
148,c++,上海·浦东·金桥,C/C++,其他,民营,本科,C语言,1-3年,96000.0,180000.0,10000.0,
149,c++,上海·打浦桥,C++开发工程师,北京构力科技有限公司,国企,本科,C++ C/C++ MFC STL Unix,1-3年,168000.0,252000.0,1000.0,9999.0
150,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言 Java Python 嵌入式开发 Web开发 音视频开发 OpenCV MFC STL,经验不限,210000.0,420000.0,10000.0,
151,c++,上海·浦东·唐镇,c++,上海有大信息科技,民营,本科,无要求,1-3年,180000.0,240000.0,100.0,299.0
152,c++,上海·虹口·曲阳路,数采模块测试开发岗（C++）,传麒科技(北京)股份有限公司,民营,本科,Windows Linux C/C++,3-5年,180000.0,240000.0,20.0,99.0
153,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言 Java C++,经验不限,180000.0,360000.0,10000.0,
154,c++,上海·颛桥,高级c++工程师,衡视智能科技(上海)有限公司,民营,本科,无要求,1年以下,130000.0,260000.0,,20.0
155,c++,上海·浦东·花木,C++工程师（证券客户端）,其他,股份制企业,本科,C语言,5-10年,240000.0,360000.0,1000.0,9999.0
156,c++,上海·浦东·金桥,软件开发（C++）-Camera部,其他,民营,本科,无要求,1-3年,108000.0,180000.0,10000.0,
157,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C语言 Linux开发,经验不限,252000.0,392000.0,1000.0,9999.0
158,c++,上海·浦东·唐镇,C++,上海有大信息科技,民营,本科,无要求,5-10年,180000.0,240000.0,100.0,299.0
159,c++,上海·浦东·张江,初级软件开发工程师,其他,外商独资,本科,C C# C语言 PyTorch TensorFlow 深度学习框架 CARMEN MOOS Orocos 机器人开发 Linux开发,经验不限,156000.0,286000.0,20.0,99.0
160,c++,上海·浦东·金桥,c++开发工程师,其他,民营,本科,无要求,1-3年,144000.0,216000.0,10000.0,
161,c++,上海·浦东·花木,中证资本-场内业务部-场内量化开发岗G00423,中信期货有限公司,国企,本科,Linux开发,1-3年,240000.0,480000.0,1000.0,9999.0
162,c++,上海·花木,C++开发工程师-服务端开发,上海洛书投资管理有限公司,民营,本科,Linux C++,经验不限,180000.0,360000.0,20.0,99.0
163,c++,上海·浦东·金桥,c++开发工程师,其他,民营,本科,无要求,1-3年,168000.0,228000.0,10000.0,
164,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Java Python 数据结构 C语言 算法基础,经验不限,182000.0,364000.0,10000.0,
165,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
166,c++,上海·浦东·张江,软件工程师,上海驭矩信息科技有限公司,民营,大专,C++ Winform MFC QT C# SQL,1-3年,140000.0,280000.0,20.0,99.0
167,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,无经验,210000.0,420000.0,10000.0,
168,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C C++ Linux开发 SPRING MVC,经验不限,294000.0,560000.0,1000.0,9999.0
169,c++,上海·塘桥,C++后端逻辑开发工程师,其他,股份制企业,大专,C++,1-3年,240000.0,360000.0,100.0,299.0
171,c++,上海·浦东·金桥,C++,其他,民营,本科,C++ C Python Linux开发 Android,经验不限,132000.0,252000.0,10000.0,
172,c++,上海·小东门,运维/web/测试/c/c++/java/python,外企德科,合资,本科,无要求,经验不限,252000.0,392000.0,1000.0,9999.0
173,c++,上海·崇明·长兴,c++,其他,民营,本科,无要求,3-5年,180000.0,192000.0,500.0,999.0
174,c++,上海·浦东·金桥,C++,其他,民营,本科,无要求,1-3年,120000.0,204000.0,10000.0,
175,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C语言 Java,1-3年,252000.0,350000.0,1000.0,9999.0
176,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,Java Python C++,1-3年,180000.0,360000.0,10000.0,
177,c++,上海·浦东·金桥,C/C++开发（上海）,其他,民营,本科,C++,1-3年,120000.0,192000.0,10000.0,
179,c++,上海·闵行·新虹,c++软件研发工程师,宁波上嘉弘昇物流有限公司昆山分公司,民营,本科,无要求,1-3年,204000.0,300000.0,500.0,999.0
180,c++,上海·塘桥,资深C++,其他,股份制企业,学历不限,游戏开发 C++,3-5年,300000.0,480000.0,100.0,299.0
181,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,经验不限,225000.0,450000.0,10000.0,
182,c++,上海·塘桥,C++工程师PC端,上海澎博财经资讯有限公司,民营,本科,C++ MFC 客户端开发,3-5年,260000.0,390000.0,100.0,299.0
183,c++,上海·浦东·金桥,c++,外企德科,合资,本科,C语言 C++ Python,经验不限,210000.0,420000.0,1000.0,9999.0
184,c++,上海·徐汇·龙华,c++开发维护--极氪智能,拓保软件,民营,大专,无要求,3-5年,156000.0,216000.0,1000.0,9999.0
185,c++,上海·浦东·花木,C开发,其他,股份制企业,本科,无要求,1-3年,168000.0,180000.0,1000.0,9999.0
186,c++,上海·浦东·川沙新,C++软件工程师,雅科贝思精密机电(上海)有限公司,外商独资,本科,C++软件工程师,1-3年,130000.0,208000.0,1000.0,9999.0
187,c++,上海·杨浦·五角场,上位机软件工程师,蓝星光域(上海)航天科技有限公司,民营,本科,C C++ QT开发,经验不限,225000.0,375000.0,20.0,99.0
188,c++,上海·闵行·浦江,C++开发工程师,上海影火智能科技有限公司,民营,本科,Winform MFC 客户端开发 OpenCV C++ C# 多线程 C 图形图像开发 图像识别 CAD开发 VS,1-3年,96000.0,192000.0,,20.0
189,c++,上海·浦东·金桥,软件工程师,上海宝宏软件有限公司,民营,学历不限,C++ Linux,3-5年,120000.0,180000.0,100.0,299.0
190,c++,上海·徐汇·康健新村,c++竞赛教练,其他,上市公司,本科,无要求,无经验,300000.0,360000.0,10000.0,
191,c++,上海·浦东·北蔡,软件工程师,力信测量(上海)有限公司,民营,本科,无要求,1-3年,120000.0,240000.0,20.0,99.0
192,c++,上海·浦东·洋泾,c++,大连思泰克科技有限公司,外商独资,本科,C语言 英语口语好，外企经历 Objective-C 单片机 C++,5-10年,195000.0,351000.0,100.0,299.0
193,c++,上海,上海中绿新能源公司-平台研发部-上位机工程师,其他,国企,本科,无要求,经验不限,180000.0,240000.0,10000.0,
194,c++,上海·浦东·金桥,C++开发,协云智能工业科技(沈阳)有限公司,,大专,Linux开发 C++,3-5年,240000.0,360000.0,20.0,99.0
195,c++,上海·闵行·吴泾,c++,上海玄晖信息科技有限公司,,本科,c Linux 嵌入式,3-5年,180000.0,240000.0,20.0,99.0
196,c++,上海·徐汇·徐家汇,c++讲师+高薪诚聘,北京童程时代科技有限公司,民营,本科,无要求,3-5年,180000.0,360000.0,1000.0,9999.0
197,c++,上海·静安·彭浦,软件开发工程师,Beckhoff-德国倍福自动化有限公司,外商独资,本科,无要求,3-5年,130000.0,182000.0,100.0,299.0
198,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,无要求,1-3年,156000.0,312000.0,10000.0,
199,c++,上海·浦东·金桥,c++,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
200,c++,上海·青浦·赵巷,软件工程师,其他,合资,本科,C++ 多线程 Socket技术 SQL,5-10年,204000.0,300000.0,20.0,99.0
201,c++,上海·浦东·金桥,c++,外企德科数字技术有限公司,,本科,C语言 C++ Linux开发 嵌入式开发,1-3年,210000.0,280000.0,10000.0,
202,c++,上海·青浦·金泽,c++,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
203,c++,上海·浦东·张江,软件工程师（C/C++ Windows平台）,其他,民营,本科,C++ C/C++ Windows,3-5年,280000.0,560000.0,100.0,299.0
