Unnamed: 0,position,city,specific_position,company_name,company_size,company_type,salary,education,ability,experience,min_annual_salary,max_annual_salary
62,数据分析,上海·闵行·古美,数据分析,上海链家地产,10000人以上,民营,8千-1.5万,本科,无要求,经验不限,96000.0,180000.0
63,数据分析,上海·普陀·长风新村,KA助理,上海微科生物技术有限公司,20-99人,合资,7千-1万·13薪,大专,无要求,3-5年,91000.0,130000.0
65,数据分析,上海·静安·江宁路,市场专员(食品香精香料）,罗伯特香精香料(北京)有限公司,100-299人,外商独资,8千-1万,本科,无要求,3-5年,96000.0,120000.0
66,数据分析,上海·浦东·唐镇,太平金运-数据管理岗,太平金融运营服务(上海)有限公司,1000-9999人,国企,9千-1.5万·16薪,本科,无要求,3-5年,144000.0,240000.0
67,数据分析,上海·长宁·江苏路,数据统计员,其他,100-299人,民营,6千-7千,大专,无要求,经验不限,72000.0,84000.0
68,数据分析,上海·浦东·金桥,数据分析师,北京京铭宏硕科技有限公司,100-299人,民营,7千-9千·13薪,大专,无要求,经验不限,91000.0,117000.0
70,数据分析,上海·长宁·新泾,金融数据分析专员,其他,1000-9999人,上市公司,8千-1.2万·14薪,本科,无要求,1-3年,112000.0,168000.0
71,数据分析,上海·浦东·陆家嘴,数据爬虫工程师,上海问道云人工智能科技有限公司,20-99人,民营,1.5万-2万,本科,Java Python 数据挖掘 数据清洗 数据采集 爬虫开发 反爬虫 分布式爬虫,3-5年,180000.0,240000.0
72,数据分析,上海·静安·天目西路,数据分析师（应届生）,敏捷艾科,20-99人,民营,8千-1万·13薪,本科,无要求,无经验,104000.0,130000.0
73,数据分析,上海·松江·新桥,商务专员,锂越(上海)新能源科技有限公司,20-99人,民营,7千-8千,大专,无要求,1-3年,84000.0,96000.0
74,数据分析,上海·杨浦·江浦路,数据分析,其他,1000-9999人,国企,8千-9千,本科,无要求,经验不限,96000.0,108000.0
75,数据分析,上海·闵行·浦江,初级产品助理/产品经理,其他,100-299人,民营,8千-1.3万,本科,无要求,1-3年,96000.0,156000.0
77,数据分析,上海·松江·佘山,运营分析专员（公园督导）,其他,1000-9999人,国企,6千-1万,本科,无要求,经验不限,72000.0,120000.0
78,数据分析,上海·闵行·虹桥,数据分析,其他,10000人以上,上市公司,6千-1万·13薪,本科,无要求,1-3年,78000.0,130000.0
79,数据分析,上海·徐汇·湖南路,销售助理,上海安寓实业有限公司,20-99人,民营,8千-1万,大专,无要求,1-3年,96000.0,120000.0
80,数据分析,上海·浦东·陆家嘴,数据分析,其他,500-999人,上市公司,8千-1万·13薪,本科,无要求,1-3年,104000.0,130000.0
81,数据分析,上海·浦东·川沙新,销售助理,上海凯尔孚应力腐蚀试验设备有限公司,20-99人,民营,4千-6千,大专,无要求,经验不限,48000.0,72000.0
83,数据分析,上海·闵行·莘庄,数据分析,其他,1000-9999人,民营,8千-1.6万,大专,无要求,经验不限,96000.0,192000.0
84,数据分析,上海·长宁·虹桥,数据分析师（助理）,上海慧之昀软件有限公司,IT服务,20-99人,6千-7千·13薪,大专,无要求,1年以下,78000.0,91000.0
85,数据分析,上海·虹梅路,渠道销售助理,上海锦逊电子有限公司,20-99人,合资,4千-8千,大专,无要求,经验不限,48000.0,96000.0
86,数据分析,上海·松江·中山,数据分析助理,杭州新美营销管理有限公司,100-299人,民营,5千-7千,大专,无要求,1-3年,60000.0,84000.0
87,数据分析,上海·闵行·吴泾,销售助理,上海臻雅包装策划有限公司,100-299人,民营,6千-8千·13薪,大专,无要求,1-3年,78000.0,104000.0
89,数据分析,上海·松江·佘山,销售助理,上海好易医用制品有限公司,20-99人,股份制企业,4千-8千,大专,无要求,1-3年,48000.0,96000.0
90,数据分析,上海·徐汇·徐家汇,数据分析,上海思勃商务咨询有限公司,20-99人,民营,6千-8千·13薪,本科,无要求,经验不限,78000.0,104000.0
91,数据分析,上海·奉贤·奉城,运营助理,上海茂裕实业有限公司,20-99人,民营,6千-8千,大专,无要求,3-5年,72000.0,96000.0
92,数据分析,上海·静安·石门二路,线上作业+互联网进客+数据化分析+薪资保障,上海链家地产,10000人以上,民营,1.2万-2.4万,本科,无要求,经验不限,144000.0,288000.0
93,数据分析,上海·嘉定·南翔,上海-数据爬虫工程师,广州海之鑫营销策划有限公司,20-99人,其它,8千-1.2万,本科,爬虫开发 反爬虫 分布式爬虫 数据清洗 数据采集 数据挖掘 Python 爬虫实战经验 数据处理经验 Scrapy,3-5年,96000.0,144000.0
94,数据分析,上海·杨浦·平凉路,数据分析专员,上海利真,1000-9999人,民营,8千-1.2万·13薪,本科,无要求,1-3年,104000.0,156000.0
95,数据分析,上海·长宁·仙霞新村,电商运营专员助理/网店运营,霆正国际贸易(上海)有限公司,20-99人,民营,5千-8千,大专,无要求,3-5年,60000.0,96000.0
96,数据分析,上海·闵行·江川路,数据分析,上海紫竹人力资源服务有限公司,100-299人,民营,4千-5千,学历不限,无要求,经验不限,48000.0,60000.0
97,数据分析,上海·金山·枫泾,数据分析,德耐尔节能科技(上海)股份有限公司,500-999人,上市公司,4千-7千,大专,无要求,经验不限,48000.0,84000.0
98,数据分析,上海·浦东·花木,数据分析助理（双休）,杭州烛名科技有限公司,100-299人,民营,1万-1.6万,本科,无要求,经验不限,120000.0,192000.0
99,数据分析,上海·嘉定·南翔,行政专员/助理,上海正星数智科技有限公司,20-99人,民营,6千-9千·13薪,大专,无要求,1-3年,78000.0,117000.0
100,数据分析,上海·浦东·唐镇,数据接入与治理岗（上海）,昆仑太科(北京)技术股份有限公司,300-499人,国企,8千-1.5万,本科,无要求,经验不限,96000.0,180000.0
101,数据分析,上海·浦东·浦兴路,（毕业季）房产顾问/保障底薪8K,上海链家地产,10000人以上,民营,1.7万-2.7万,本科,无要求,经验不限,204000.0,324000.0
102,数据分析,上海·浦东·康桥,数据分析师,其他,500-999人,民营,7千-8千,本科,无要求,经验不限,84000.0,96000.0
103,数据分析,上海·长宁·新泾,文审管理规划岗（上海）,其他,1000-9999人,外商独资,7千-9千·14薪,本科,无要求,经验不限,98000.0,126000.0
104,数据分析,上海·闵行·虹桥,数据分析员,其他,10000人以上,上市公司,6千-8千,本科,无要求,1-3年,72000.0,96000.0
105,数据分析,上海·浦东·三林,数据分析,富士胶片(中国)投资有限公司,500-999人,外商独资,1万-1.5万·14薪,本科,无要求,3-5年,140000.0,210000.0
106,数据分析,上海·长宁·新华路,数据分析师,宽岱睿保(上海)信息技术有限公司,20-99人,民营,8千-1.5万·14薪,大专,无要求,经验不限,112000.0,210000.0
107,数据分析,上海,数据分析,上海复旦奥医医学科技有限公司,100-299人,合资,6千-1.2万,大专,无要求,经验不限,72000.0,144000.0
108,数据分析,上海·浦东·康桥,数据分析,浙江外服人力资源服务有限公司,100-299人,国企,1万-1.5万·13薪,学历不限,无要求,1-3年,130000.0,195000.0
109,数据分析,上海·徐汇·斜土路,sfe数据分析专员,其他,1000-9999人,上市公司,1万-1.5万,本科,无要求,经验不限,120000.0,180000.0
110,数据分析,上海·嘉定·安亭,数据分析,上海盛位电子技术有限公司,20-99人,民营,6千-8千,大专,无要求,1-3年,72000.0,96000.0
111,数据分析,上海·闵行·华漕,订单与ERP数据管理主管,上海大简农业科技有限公司,100-299人,民营,7千-9千,大专,无要求,3-5年,84000.0,108000.0
112,数据分析,上海·虹桥,数据分析,其他,10000人以上,股份制企业,1万-2万·14薪,本科,无要求,1-3年,140000.0,280000.0
113,数据分析,上海·浦东·金桥,数据分析,其他,1000-9999人,上市公司,7千-8千,大专,无要求,3-5年,84000.0,96000.0
114,数据分析,上海·浦东·金桥,营运助理,威信汽车租赁(上海)有限公司,100-299人,民营,6千-7千,大专,无要求,1-3年,72000.0,84000.0
115,数据分析,上海·方松,数据分析,上海令澍医疗器械有限公司,20人以下,民营,6千-9千·13薪,大专,无要求,经验不限,78000.0,117000.0
116,数据分析,上海·闵行·吴泾,数据分析师,高恩船舶维护技术咨询(上海)有限公司,20-99人,外商独资,8千-1.4万,学历不限,无要求,经验不限,96000.0,168000.0
118,数据分析,上海·浦东·金桥,数据分析,其他,1000-9999人,上市公司,8千-1万,本科,无要求,经验不限,96000.0,120000.0
119,数据分析,上海·青浦·华新,散件运营专员(J14475),其他,10000人以上,股份制企业,7千-1万·13薪,大专,无要求,1-3年,91000.0,130000.0
120,数据分析,上海·长宁·华阳路,数据分析,外企德科人力资源服务安徽有限公司,100-299人,国企,2万-2.4万·13薪,本科,无要求,1-3年,260000.0,312000.0
121,数据分析,上海·浦东·张江,数据分析,安徽长至企业管理有限公司,企业服务,20人以下,1.5万-2.2万,本科,无要求,1-3年,180000.0,264000.0
122,数据分析,上海·闵行·新虹,国际业务销售助理工程师,中外运安迈世(上海)国际航空快递有限公司,100-299人,合资,6千-1万,大专,无要求,经验不限,72000.0,120000.0
123,数据分析,上海·闵行·浦江,数据分析,上海甄准生物科技有限公司,20-99人,民营,7千-9千,本科,无要求,经验不限,84000.0,108000.0
124,数据分析,上海·浦东·塘桥,手游数据分析,其他,100-299人,股份制企业,1万-2万,学历不限,无要求,1-3年,120000.0,240000.0
125,数据分析,上海·浦东·金桥,数据分析,其他,1000-9999人,上市公司,7千-8千,大专,无要求,3-5年,84000.0,96000.0
126,数据分析,上海·长宁·新华路,销售助理,上海怡盟科技有限公司,20-99人,民营,5千-8千,大专,无要求,经验不限,60000.0,96000.0
127,数据分析,上海·徐汇·田林,互联网产品助理,北京嘀果技术服务有限公司,20-99人,民营,1.2万-2.4万·16薪,本科,无要求,1年以下,192000.0,384000.0
128,数据分析,上海·杨浦·江浦路,销售数据分析专员,中国农垦控股上海有限公司,100-299人,国企,8千-1万,本科,无要求,1-3年,96000.0,120000.0
129,数据分析,上海,数据专员,韩进(上海)食品有限公司,300-499人,民营,6千-1万,大专,无要求,1-3年,72000.0,120000.0
130,数据分析,上海·嘉定·南翔,上海python/爬虫工程师,广州海之鑫营销策划有限公司,20-99人,其它,8千-1.2万,本科,数据挖掘 数据清洗 数据采集 爬虫开发 反爬虫 分布式爬虫,3-5年,96000.0,144000.0
131,数据分析,上海·徐汇·虹梅路,市场调研,铂睿德佳,100-299人,民营,8千-1.2万,本科,无要求,1年以下,96000.0,144000.0
132,数据分析,上海·长宁·江苏路,市场营销部数据专员,上海旗盈企业管理咨询有限公司,100-299人,民营,5千-7千,大专,无要求,经验不限,60000.0,84000.0
133,数据分析,上海·静安·南京西路,数据分析,其他,1000-9999人,上市公司,9千-1.2万·14薪,本科,无要求,经验不限,126000.0,168000.0
134,数据分析,上海·长宁·虹桥,霸王茶姬-初级数据分析-上海(A107625),其他,1000-9999人,民营,8千-1万,本科,无要求,1-3年,96000.0,120000.0
135,数据分析,上海·静安·彭浦新村,理赔业务管理 (MJ003138),其他,10000人以上,股份制企业,1万-1.5万,本科,无要求,经验不限,120000.0,180000.0
136,数据分析,上海·九亭,销售助理,英电(上海)供应链有限公司,20-99人,民营,6千-1.2万·13薪,高中,无要求,1-3年,78000.0,156000.0
137,数据分析,上海·浦东·张江,数据分析岗,上海数治数据科技有限公司,20-99人,民营,5千-8千·14薪,大专,无要求,经验不限,70000.0,112000.0
139,数据分析,上海·闵行·浦江,统计文员,上海延余餐饮管理有限公司,20-99人,民营,5千-7千,大专,无要求,经验不限,60000.0,84000.0
140,数据分析,上海·闵行·华漕,销售助理,其他,1000-9999人,上市公司,7千-9千·14薪,大专,无要求,1-3年,98000.0,126000.0
141,数据分析,上海·闵行·吴泾,数据分析助理,阿伽科技(上海)有限公司,20人以下,民营,8千-1.2万,本科,无要求,1年以下,96000.0,144000.0
142,数据分析,上海·静安·江宁路,【校招】数据分析岗,中国邮电器材集团有限公司,1000-9999人,国企,1万-1.5万,本科,无要求,经验不限,120000.0,180000.0
143,数据分析,上海·浦东·洋泾,统计员（五险一金）,杭州新创诚捷科技有限公司,20-99人,民营,8千-1.3万,本科,无要求,1-3年,96000.0,156000.0
144,数据分析,上海·徐汇·湖南路,网络推广,上海安寓实业有限公司,20-99人,民营,8千-1万,学历不限,无要求,经验不限,96000.0,120000.0
146,数据分析,上海·普陀·长寿路,数据分析,山东浪潮数字服务有限公司,500-999人,国企,9千-1万,大专,无要求,3-5年,108000.0,120000.0
147,数据分析,上海·虹口·四川北路,销售助理,上海可比国际货运代理有限公司,20-99人,合资,4千-6千,大专,无要求,经验不限,48000.0,72000.0
148,数据分析,上海·静安·天目西路,CMT Specialist-完工数据专员,上海冠狮石化工程技术有限公司,100-299人,合资,2万-2.5万,大专,无要求,5-10年,240000.0,300000.0
149,数据分析,上海·浦东·张江,上海-金融催收数据分析专员-9-6双休-五险一金-月入9K+,其他,1000-9999人,民营,9千-1.2万·13薪,大专,无要求,1-3年,117000.0,156000.0
150,数据分析,上海·徐汇·漕河泾,数据专员,上海三渡,100-299人,民营,7千-1万·13薪,本科,无要求,1-3年,91000.0,130000.0
151,数据分析,上海·奉贤·奉城,销售助理,上海茂裕实业有限公司,20-99人,民营,5千-7千,大专,无要求,1-3年,60000.0,84000.0
152,数据分析,上海·松江·佘山,尚途销售支持专员（技术方向）-L6341J,蒂升电梯(中国)有限公司,1000-9999人,外商独资,8千-1万,本科,无要求,1-3年,96000.0,120000.0
153,数据分析,上海·静安·南京西路,销售数据分析,上海链家地产,10000人以上,民营,8千-1.6万,本科,无要求,经验不限,96000.0,192000.0
154,数据分析,上海·长宁·华阳路,数据分析,外企德科人力资源服务安徽有限公司,100-299人,国企,2万-2.5万,大专,无要求,1-3年,240000.0,300000.0
155,数据分析,上海·徐汇·徐家汇,策略分析专员(J14304),其他,1000-9999人,民营,9千-1.2万,本科,无要求,1-3年,108000.0,144000.0
156,数据分析,上海·嘉定·外冈,数据分析,其他,20-99人,民营,6千-9千,大专,无要求,1-3年,72000.0,108000.0
157,数据分析,上海·黄浦·南京东路,BI商业数据分析课程/培训招生上海,51Testing,100-299人,民营,8千-1.2万,大专,无要求,经验不限,96000.0,144000.0
159,数据分析,上海·闵行·虹桥,网络规划专员（BD选址）,其他,1000-9999人,外商独资,1万-1.5万,大专,无要求,1-3年,120000.0,180000.0
160,数据分析,上海·浦东·张江,数据分析,其他,10000人以上,国企,8千-1.5万,本科,数据库开发 数据建模 数据挖掘,1-3年,96000.0,180000.0
161,数据分析,上海·浦东·陆家嘴,NS管培生（经营分析）,其他,1000-9999人,上市公司,7千-1万,本科,无要求,无经验,84000.0,120000.0
162,数据分析,上海·黄浦·南京东路,数据分析师课程/培训招生上海,51Testing,100-299人,民营,8千-1.5万,大专,无要求,经验不限,96000.0,180000.0
163,数据分析,上海·浦东·三林,数据分析,其他,1000-9999人,上市公司,8千-1.2万·13薪,本科,无要求,1-3年,104000.0,156000.0
164,数据分析,上海·静安·大宁路,数学建模与机器学习算法工程师,上海智态数据科技有限公司,100-299人,民营,1.5万-3万·14薪,本科,无要求,3-5年,210000.0,420000.0
165,数据分析,上海·闵行·虹桥,数据分析专员,其他,10000人以上,上市公司,8千-1.2万,本科,无要求,1-3年,96000.0,144000.0
166,数据分析,上海·徐汇·徐家汇,数据分析和支持-Data Support Analyst I-上海 徐家汇-英文工作,高恩船舶维护技术咨询(上海)有限公司,20-99人,外商独资,1万-1.2万,本科,无要求,1-3年,120000.0,144000.0
167,数据分析,上海·浦东·浦兴路,二手房置业顾问,上海链家地产,10000人以上,民营,1.7万-2.7万,本科,无要求,经验不限,204000.0,324000.0
168,数据分析,上海·静安·江宁路,总经理总助,沃歌斯,1000-9999人,外商独资,1万-1.5万·13薪,本科,无要求,3-5年,130000.0,195000.0
169,数据分析,上海·徐汇·徐家汇,数据分析,其他,1000-9999人,股份制企业,1.2万-1.6万,本科,无要求,3-5年,144000.0,192000.0
170,数据分析,上海·宝山·吴淞,（招生方向）数据分析员,上海宝山区威尔赛培训学校,100-299人,学校/下级学院,1.5万-2万,本科,无要求,1-3年,180000.0,240000.0
171,数据分析,上海·浦江,助理研究员,上海旭中市场信息咨询有限公司,20-99人,民营,7千-1万·13薪,本科,无要求,1-3年,91000.0,130000.0
172,数据分析,上海·浦东·浦兴路,链家管培生,上海链家地产,10000人以上,民营,1.2万-2.4万,本科,无要求,经验不限,144000.0,288000.0
173,数据分析,上海·静安·大宁路,数据处理专员,上海克而瑞信息技术有限公司,1000-9999人,外商独资,7千-1万,本科,无要求,1-3年,84000.0,120000.0
174,数据分析,上海·杨浦·控江路,数据分析,迈锐人力资源服务(沈阳)有限公司,20-99人,民营,3万-4.5万·15薪,本科,无要求,5-10年,450000.0,675000.0
175,数据分析,上海·嘉定·江桥,销售助理,上海宾安实业有限公司,20-99人,民营,4千-6千,大专,无要求,1-3年,48000.0,72000.0
176,数据分析,上海·松江·广富林,人工智能视觉粉末冶金熔炼项目专家,湖南烁星宇科技有限公司,20人以下,民营,7.5万-12.5万·20薪,学历不限,人工神经网络 数据挖掘 机器视觉 图像算法,1-3年,1500000.0,2500000.0
178,数据分析,上海·静安·南京西路,数据助理,上海启冀文化传播有限公司,20-99人,民营,6千-8千,本科,数据挖掘 Sql Python,1-3年,72000.0,96000.0
180,数据分析,上海·静安·共和新路,成本统计员,上海八润实业(集团)有限公司,500-999人,民营,5千-7千,大专,无要求,1-3年,60000.0,84000.0
181,数据分析,上海·浦东·张江,数据分析,其他,500-999人,上市公司,8千-1万·13薪,本科,无要求,1-3年,104000.0,130000.0
182,数据分析,上海·徐汇·虹梅路,数据分析专员,北京丽景天诚环保工程有限公司,100-299人,民营,1万-1.3万,大专,无要求,1-3年,120000.0,156000.0
183,数据分析,上海·松江·中山,应用工程师,上海达辉机械有限公司,20-99人,外商独资,6千-8千,大专,无要求,1-3年,72000.0,96000.0
184,数据分析,上海·嘉定·安亭,销售内勤,昂特(北京)科技有限公司,20-99人,民营,5千-6千,大专,无要求,1-3年,60000.0,72000.0
185,数据分析,上海·浦东·金桥,数据分析助理,北京京铭宏硕科技有限公司,100-299人,民营,5千-9千,大专,无要求,经验不限,60000.0,108000.0
186,数据分析,上海·浦东·金桥,初级大数据分析专员,其他,500-999人,合资,1万-1.2万,本科,无要求,1-3年,120000.0,144000.0
188,数据分析,上海·黄浦·五里桥,爬虫工程师,上海聘贤科技集团有限公司,100-299人,民营,1.5万-2万·13薪,大专,SQL Python JavaScript 数据挖掘 数据清洗 数据采集 爬虫开发 分布式爬虫 Heritrix,3-5年,195000.0,260000.0
189,数据分析,上海·徐汇·斜土路,日语数据分析财务类,上海市创优中小企业人才服务中心,20-99人,其它,8千-1.2万·13薪,本科,无要求,3-5年,104000.0,156000.0
190,数据分析,上海·杨浦·江浦路,数据分析,其他,1000-9999人,国企,6千-8千,本科,订单审核 SAP,1-3年,72000.0,96000.0
191,数据分析,上海·青浦·徐泾,数据分析,其他,1000-9999人,民营,7千-1万·13薪,大专,无要求,1-3年,91000.0,130000.0
192,数据分析,上海·徐汇·徐家汇,业务数据运营专员(J10933),其他,1000-9999人,民营,9千-1.3万,本科,无要求,经验不限,108000.0,156000.0
