Unnamed: 0,position,city,specific_position,company_name,company_type,education,ability,experience,min_annual_salary,max_annual_salary,min_company_size,max_company_size
15,运维,上海·浦东·潍坊新村,网络运维工程师,其他,上市公司,本科,无要求,3-5年,96000.0,180000.0,1000.0,9999.0
16,运维,上海·黄浦·南京东路,风力发电运维工程师,山西北方节能新能源有限公司,民营,学历不限,无要求,经验不限,78000.0,143000.0,20.0,99.0
17,运维,上海·静安·天目西路,运维,河北蜂巢优置人力资源服务有限公司,上市公司,学历不限,无要求,经验不限,108000.0,216000.0,100.0,299.0
18,运维,上海·黄浦·外滩,运维,河北世源会展服务有限公司,民营,学历不限,无要求,经验不限,72000.0,144000.0,20.0,99.0
19,运维,上海·黄浦·南京东路,运维,河北雅基新能源科技有限公司,,中专/中技,无要求,经验不限,72000.0,144000.0,100.0,299.0
20,运维,上海·黄浦·南京东路,运维,津鑫(天津)电力科学研究有限公司,其它,大专,无要求,经验不限,72000.0,108000.0,20.0,99.0
21,运维,上海·浦东·张江,运维,安徽长至企业管理有限公司,,大专,无要求,1-3年,144000.0,288000.0,,20.0
22,运维,上海·黄浦·南京东路,运维,天津光普电力科技有限公司,其它,中专/中技,无要求,经验不限,120000.0,144000.0,100.0,299.0
23,运维,上海·静安·大宁路,初级开发运维工程师,上海九州智慧医学影像研究院,,本科,无要求,1年以下,120000.0,144000.0,20.0,99.0
24,运维,上海·普陀·长风新村,运维,河北泰坤企业管理有限公司,,中专/中技,无要求,经验不限,72000.0,144000.0,300.0,499.0
25,运维,上海·徐汇·虹梅路,运维开发工程师（本科/计算机相关专业/学信网可查）,河南中杭信息科技有限公司,民营,本科,无要求,1-3年,96000.0,108000.0,100.0,299.0
26,运维,上海·普陀·曹杨新村,运维工程师,郑州多弥电子科技有限公司,民营,大专,无要求,经验不限,96000.0,132000.0,20.0,99.0
28,运维,上海·松江·九亭,网络运维工程师,西安隆实信息科技有限公司,,大专,无要求,经验不限,96000.0,144000.0,,20.0
29,运维,上海·黄浦·南京东路,运维,天津光普电力科技有限公司,其它,中专/中技,无要求,经验不限,84000.0,108000.0,100.0,299.0
30,运维,上海·浦东·陆家嘴,运维工程师（2024届）,其他,民营,本科,无要求,经验不限,72000.0,108000.0,500.0,999.0
31,运维,上海·南京东路,动车组运维,其他,事业单位,大专,无要求,经验不限,96000.0,120000.0,20.0,99.0
32,运维,上海·浦东·南码头路,运维,上海赞华实业有限公司,民营,学历不限,无要求,经验不限,84000.0,144000.0,100.0,299.0
33,运维,上海·松江·洞泾,交付运维工程师,上海淡竹体育科技有限公司,民营,本科,无要求,经验不限,72000.0,120000.0,100.0,299.0
34,运维,上海·静安·共和新路,运维,上海罗泰信息技术有限公司,民营,大专,无要求,1-3年,72000.0,132000.0,20.0,99.0
35,运维,上海·杨浦·大桥,网络运维工程师,宿州旭耀数字传媒科技有限公司,股份制企业,本科,无要求,1年以下,120000.0,156000.0,20.0,99.0
36,运维,上海·黄浦·南京东路,运维,河北雅基新能源科技有限公司,,中专/中技,无要求,经验不限,84000.0,144000.0,100.0,299.0
37,运维,上海·徐汇·虹梅路,运维工程师（本科/计算机相关专业/学信网可查）,河南中杭信息科技有限公司,民营,本科,无要求,1-3年,84000.0,108000.0,100.0,299.0
38,运维,上海·闵行·江川路,运维,山东易聘英才企业管理有限公司,民营,大专,无要求,1-3年,72000.0,108000.0,20.0,99.0
39,运维,上海·金山·漕泾,环保在线监测设备运维,政一环保科技(上海)有限公司,民营,中专/中技,无要求,1-3年,96000.0,120000.0,20.0,99.0
40,运维,上海·南京东路,工务运维（轨道、路桥、线路结构维护）,其他,事业单位,大专,无要求,经验不限,96000.0,120000.0,20.0,99.0
41,运维,上海·小东门,系统运维工程师 (MJ002288),上海东证期货有限公司,国企,本科,无要求,经验不限,96000.0,192000.0,500.0,999.0
43,运维,上海·徐汇·虹梅路,驻场运维工程师,其他,上市公司,大专,无要求,1-3年,84000.0,144000.0,100.0,299.0
44,运维,上海·浦东·康桥,运维,南京星邺汇捷网络科技有限公司,民营,本科,无要求,无经验,72000.0,96000.0,300.0,499.0
45,运维,上海·浦东·洋泾,系统运维技术员,上海文华财经资讯股份有限公司,股份制企业,本科,无要求,经验不限,135000.0,165000.0,300.0,499.0
46,运维,上海·静安·南京西路,测试运维工程师,数智范式会展(上海)有限公司,,本科,无要求,3-5年,96000.0,144000.0,20.0,99.0
47,运维,上海·静安·彭浦新村,运维,上海枂特环保科技有限公司,民营,大专,无要求,1-3年,120000.0,156000.0,20.0,99.0
48,运维,上海·徐汇·徐家汇,运维工程师（朝九晚五.五险一金.包食宿.双休）,福州云集巨人数字科技有限公司,,本科,无要求,经验不限,104000.0,169000.0,20.0,99.0
49,运维,上海·浦东·张江,新能源换电站运维/上2休1/五险一金+餐补,河南瀚能新能源科技有限公司,,高中,无要求,经验不限,60000.0,84000.0,20.0,99.0
51,运维,上海·奉贤·金汇,运维工程师（上海+包住）,上海科泽智慧环境科技有限公司,民营,学历不限,无要求,经验不限,72000.0,96000.0,300.0,499.0
52,运维,上海·闵行·七宝,新能源换电站运维/上2休1/五险一金+餐补,河南瀚能新能源科技有限公司,,高中,无要求,经验不限,60000.0,84000.0,20.0,99.0
53,运维,上海·黄浦·南京东路,运维,津鑫(天津)电力科学研究有限公司,其它,中专/中技,无要求,经验不限,108000.0,144000.0,20.0,99.0
54,运维,上海·黄浦·五里桥,rpa运维工程师,郑州海奥软件科技有限公司,民营,本科,无要求,1-3年,96000.0,156000.0,100.0,299.0
55,运维,上海·黄浦·打浦桥,团队和谐： IT运维工程师,河南辉腾科贸有限公司,民营,大专,无要求,经验不限,96000.0,180000.0,100.0,299.0
56,运维,上海·松江·小昆山,运维,华源安诺(天津)科技有限公司,民营,大专,无要求,经验不限,72000.0,96000.0,20.0,99.0
57,运维,上海·浦东·陆家嘴,运维工程师（2024届）,其他,民营,本科,无要求,经验不限,72000.0,96000.0,500.0,999.0
58,运维,上海·浦东·南汇新城,运维,联想云领(成都)科技有限公司,民营,大专,无要求,1-3年,84000.0,96000.0,1000.0,9999.0
59,运维,上海·虹口·北外滩,运维开发工程师,其他,股份制企业,本科,无要求,1-3年,104000.0,195000.0,1000.0,9999.0
60,运维,上海·南桥,水、气在线设备运维工程师,上海逸清环境科技发展有限公司,其它,大专,无要求,1-3年,72000.0,96000.0,20.0,99.0
61,运维,上海·静安·彭浦,运维工程师（浦东、嘉定、宝山）,上海科泽智慧环境科技有限公司,民营,大专,无要求,1-3年,72000.0,84000.0,300.0,499.0
62,运维,上海·长宁·新泾,终端运维工程师,其他,外商独资,本科,无要求,1-3年,120000.0,180000.0,1000.0,9999.0
63,运维,上海·浦东·金桥,运维,外企德科数字技术有限公司,,本科,无要求,经验不限,238000.0,420000.0,10000.0,
64,运维,上海·浦东·康桥,运维服务工程师(2024校招）,其他,上市公司,本科,无要求,经验不限,72000.0,120000.0,1000.0,9999.0
65,运维,上海·南京东路,机电设备运维,其他,事业单位,大专,无要求,经验不限,96000.0,120000.0,20.0,99.0
66,运维,上海·虹口·北外滩,系统运维工程师,上海益中亘泰(集团)股份有限公司,民营,本科,无要求,无经验,112000.0,154000.0,10000.0,
67,运维,上海·宝山·庙行,运维,其他,上市公司,中专/中技,无要求,经验不限,72000.0,84000.0,1000.0,9999.0
69,运维,上海·杨浦·五角场,运维工程师,上海叁昶文化科技有限公司,民营,大专,无要求,经验不限,48000.0,84000.0,20.0,99.0
70,运维,上海·长宁·虹桥,it技术支持/运维技术支持,上海慧之昀软件有限公司,,大专,无要求,经验不限,72000.0,84000.0,20.0,99.0
71,运维,上海·浦东·唐镇,运维,其他,上市公司,大专,无要求,经验不限,96000.0,144000.0,1000.0,9999.0
72,运维,上海·闵行·华漕,IDC机房运维值班员,华源安诺(天津)科技有限公司,民营,大专,无要求,1-3年,72000.0,96000.0,20.0,99.0
73,运维,上海·徐汇·虹梅路,运维,银雁科技服务集团,民营,大专,无要求,1-3年,84000.0,108000.0,10000.0,
74,运维,上海·黄浦·南京东路,运维工程师,福建广佳创科技有限公司,股份制企业,本科,无要求,经验不限,104000.0,156000.0,20.0,99.0
75,运维,上海·松江·广富林,运维专员,其他,国企,大专,无要求,1-3年,65000.0,104000.0,10000.0,
76,运维,上海·浦东·金桥,运维,外企德科,合资,本科,无要求,经验不限,210000.0,420000.0,1000.0,9999.0
77,运维,上海·浦东·陆家嘴,运维,其他,上市公司,本科,无要求,3-5年,12000.0,24000.0,1000.0,9999.0
78,运维,上海·黄浦·南京东路,SAP APO运维工程师/SAP APO顾问,大连弗斯特高新人才发展管理有限公司,民营,大专,无要求,3-5年,247000.0,325000.0,100.0,299.0
79,运维,上海·浦东·洋泾,系统运维工程师,上海文华财经资讯股份有限公司,股份制企业,本科,无要求,经验不限,165000.0,210000.0,300.0,499.0
80,运维,上海·浦东·南汇新城,国企招中控室动力系统运维员-上海,中智河南经济技术合作有限公司,国企,大专,无要求,经验不限,84000.0,96000.0,20.0,99.0
81,运维,上海·浦东·陆家嘴,运维工程师（2024届）,其他,民营,本科,无要求,无经验,84000.0,96000.0,500.0,999.0
82,运维,上海·闵行·梅陇,运维,成都克宁械自动化设备有限公司,合资,大专,无要求,1-3年,104000.0,130000.0,100.0,299.0
83,运维,上海·黄浦·南京东路,运维,河北朝日光电科技有限公司,股份制企业,大专,无要求,经验不限,72000.0,84000.0,100.0,299.0
85,运维,上海·黄浦·南京东路,信息系统运维专员,上海慧铂信息技术有限公司,民营,大专,无要求,经验不限,60000.0,96000.0,300.0,499.0
86,运维,上海·宝山·大场,环保在线监测运维工程师,上海知著环保科技有限公司,民营,大专,无要求,1-3年,120000.0,180000.0,,20.0
87,运维,上海·嘉定·徐行,运维值班员,北京光环金网科技有限公司,其它,中专/中技,无要求,经验不限,72000.0,108000.0,100.0,299.0
88,运维,上海·嘉定·江桥,IDC运维工程师,上海共启网络科技有限公司,民营,大专,无要求,1-3年,78000.0,104000.0,20.0,99.0
89,运维,上海·长宁·江苏路,系统运维工程师,其他,外商独资,本科,无要求,3-5年,144000.0,180000.0,1000.0,9999.0
90,运维,上海·闵行·新虹,运维,其他,民营,中专/中技,无要求,经验不限,60000.0,72000.0,100.0,299.0
91,运维,上海·浦东·陆家嘴,运维,其他,股份制企业,大专,无要求,经验不限,96000.0,144000.0,500.0,999.0
93,运维,上海·松江·车墩,IT运维,北京星众互联科技有限公司,民营,大专,无要求,1-3年,48000.0,84000.0,,20.0
94,运维,上海·杨浦·五角场,运维,上海比孚信息科技有限公司,民营,本科,无要求,3-5年,96000.0,156000.0,100.0,299.0
95,运维,上海·普陀·曹杨新村,硬件运维,上海祥虹信息技术有限公司,民营,大专,无要求,经验不限,72000.0,96000.0,20.0,99.0
96,运维,上海·浦东·金桥,桌面运维工程师,大湛机电系统工程(上海)有限公司,,大专,无要求,1-3年,60000.0,96000.0,20.0,99.0
97,运维,上海·普陀·长征,运维,其他,上市公司,大专,无要求,经验不限,60000.0,96000.0,20.0,99.0
98,运维,上海·宝山·大场,运维开发工程师(兼职）,湖南珊瑚信息技术有限公司,民营,本科,无要求,3-5年,96000.0,108000.0,100.0,299.0
99,运维,上海·浦东·周浦,信息化运维专员,其他,股份制企业,本科,无要求,经验不限,60000.0,96000.0,100.0,299.0
100,运维,上海·浦东·南汇新城,运维,其他,股份制企业,大专,无要求,1-3年,96000.0,156000.0,500.0,999.0
101,运维,上海·浦东·陆家嘴,运维,南京国瑞能源科技有限公司,民营,本科,无要求,1-3年,91000.0,117000.0,100.0,299.0
102,运维,上海·长宁·新华路,IT桌面运维工程师,大宇宙商业服务(苏州)有限公司,外商独资,大专,无要求,1-3年,78000.0,104000.0,300.0,499.0
103,运维,上海·浦东·金桥,初级运维工程师（统本+电面）,其他,民营,本科,无要求,1-3年,84000.0,132000.0,10000.0,
104,运维,上海·闵行·虹桥,客户成功专员（软件运维）,其他,民营,本科,无要求,1-3年,108000.0,180000.0,20.0,99.0
105,运维,上海·长宁·新泾,安全运维工程师,武汉景行英才人力资源服务有限公司,民营,大专,无要求,1-3年,140000.0,154000.0,100.0,299.0
106,运维,上海·浦东·泥城,运维,中航凯迈(上海)红外科技有限公司洛阳分公司,,大专,无要求,经验不限,90000.0,120000.0,100.0,299.0
107,运维,上海·浦东·唐镇,机房运维工程师,其他,上市公司,大专,无要求,经验不限,72000.0,108000.0,1000.0,9999.0
108,运维,上海·浦东·张江,运维,张江超艺,合资,大专,无要求,1-3年,60000.0,84000.0,20.0,99.0
109,运维,上海·徐汇·枫林路,桌面运维工程师,其他,合资,大专,无要求,1-3年,72000.0,84000.0,300.0,499.0
110,运维,上海·杨浦·五角场,运维及维护工程师,其他,上市公司,大专,无要求,1-3年,72000.0,108000.0,300.0,499.0
111,运维,上海·闵行·七宝,运维工程师（闵行机房）,上海讯杰科技有限公司,民营,大专,无要求,1-3年,60000.0,96000.0,20.0,99.0
112,运维,上海·静安·彭浦,常规项目实施运维,江苏三江天地科技发展有限公司,民营,大专,无要求,3-5年,108000.0,156000.0,20.0,99.0
113,运维,上海·徐汇·虹梅路,桌面运维硬件支撑工程师,胜通和科技有限公司广州分公司,国企,大专,无要求,经验不限,96000.0,120000.0,10000.0,
114,运维,上海·闵行·虹桥,运维工程师（上海）,河南中杭信息科技有限公司,民营,本科,无要求,1-3年,72000.0,108000.0,100.0,299.0
115,运维,上海·闵行·浦江,环保水质运维工程师,上海艾晟特环保科技股份有限公司,民营,大专,无要求,1-3年,72000.0,120000.0,20.0,99.0
116,运维,上海·浦东·洋泾,运维专员,南京争锋信息科技有限公司,合资,本科,无要求,经验不限,84000.0,144000.0,20.0,99.0
118,运维,上海·徐汇·湖南路,IT·运维工程师(146535)餐补交通费 日语必须,上海艾杰飞人才管理咨询有限公司,外商独资,大专,无要求,3-5年,120000.0,216000.0,100.0,299.0
119,运维,上海·徐汇·虹梅路,运维,广东英才直聘企业管理有限公司,,大专,无要求,1-3年,360000.0,600000.0,,20.0
120,运维,上海·崇明·长兴,烟气在线运维工程师（实习可以转正）,上海境安环境检测技术有限公司,民营,大专,无要求,经验不限,60000.0,96000.0,20.0,99.0
121,运维,上海·徐汇·虹梅路,驻场支持工程师,其他,上市公司,大专,无要求,1-3年,84000.0,144000.0,100.0,299.0
122,运维,上海·浦东·陆家嘴,运维,四川锦蓉川吉科技有限公司,民营,大专,无要求,1-3年,96000.0,144000.0,100.0,299.0
123,运维,上海·浦东·川沙新,运维部门助理,上海富楷电器有限公司,民营,大专,无要求,1-3年,60000.0,84000.0,300.0,499.0
124,运维,上海·金山·漕泾,行政/人事/仓管/运维/财务,政一环保科技(上海)有限公司,民营,大专,无要求,1-3年,72000.0,96000.0,20.0,99.0
125,运维,上海·长宁·新泾,it软件工程师/运维工程师,长春捷翼汽车零部件有限公司,民营,学历不限,无要求,经验不限,156000.0,180000.0,1000.0,9999.0
126,运维,上海·浦东·金桥,软件产品运维,维世致新(上海)智能技术有限公司,合资,大专,无要求,1-3年,52000.0,78000.0,20.0,99.0
127,运维,上海·黄浦·半淞园路,机房运维工程师（做二休二）,上海天正软件有限公司,民营,大专,无要求,经验不限,72000.0,84000.0,100.0,299.0
128,运维,上海·浦东·唐镇,运维,其他,合资,本科,无要求,3-5年,180000.0,204000.0,500.0,999.0
129,运维,上海·浦东·洋泾,在线运维数据审核师,上海清煜环保科技有限公司,合资,大专,无要求,3-5年,72000.0,144000.0,20.0,99.0
130,运维,上海·松江·洞泾,基础环境（派遣）,银联数据服务有限公司,国企,本科,无要求,1-3年,96000.0,156000.0,1000.0,9999.0
131,运维,上海·黄浦·外滩,运维,成都迈思信息技术有限公司,民营,本科,无要求,3-5年,96000.0,108000.0,1000.0,9999.0
132,运维,上海·浦东·张江,运维,其他,上市公司,大专,无要求,3-5年,96000.0,144000.0,500.0,999.0
133,运维,上海·虹口·北外滩,系统运维（现场面试 驻场 应届生 英语读写）,上海信息人才服务有限公司,国企,本科,无要求,经验不限,108000.0,168000.0,100.0,299.0
134,运维,上海·黄浦·外滩,运维,成都迈思信息技术有限公司,民营,本科,无要求,3-5年,108000.0,120000.0,1000.0,9999.0
135,运维,上海·浦东·陆家嘴,运维,其他,外商独资,大专,无要求,经验不限,108000.0,132000.0,10000.0,
136,运维,上海·浦东·唐镇,运行监控岗 (MJ000454),通联支付,股份制企业,本科,无要求,经验不限,130000.0,195000.0,1000.0,9999.0
137,运维,上海,计算机桌面运维工程师,上海虹圣网络科技发展有限公司,民营,大专,无要求,1年以下,60000.0,84000.0,20.0,99.0
138,运维,上海·浦东·祝桥,运维,上海博霖实业发展有限公司,民营,大专,无要求,1-3年,98000.0,112000.0,1000.0,9999.0
139,运维,上海·闵行·虹桥,上门运维工程师,北京航英在线科技有限公司,股份制企业,学历不限,无要求,经验不限,60000.0,96000.0,100.0,299.0
140,运维,上海·徐汇·漕河泾,devops运维开发工程师,凯捷中国,外商独资,本科,无要求,经验不限,195000.0,260000.0,10000.0,
141,运维,上海·徐汇·虹梅路,运维,其他,民营,大专,无要求,1-3年,108000.0,120000.0,10000.0,
142,运维,上海·虹口·北外滩,售后技术支持/IT运维,上海派络软件科技有限公司,民营,大专,无要求,1-3年,91000.0,104000.0,20.0,99.0
143,运维,上海·宝山·庙行,IDC机房运维值班员,华源安诺(天津)科技有限公司,民营,大专,无要求,1-3年,72000.0,96000.0,20.0,99.0
144,运维,上海·黄浦·五里桥,桌面运维工程师,北京华伟恒远信息系统技术有限公司,民营,大专,无要求,5-10年,84000.0,144000.0,20.0,99.0
145,运维,上海·虹口·曲阳路,上海运维工程师,沈阳嘉越电力科技有限公司,民营,本科,无要求,1-3年,96000.0,180000.0,100.0,299.0
146,运维,上海·浦东·张江,应用运维工程师（数据中心项目）,交银企业管理服务(上海)有限公司,国企,本科,无要求,经验不限,120000.0,180000.0,1000.0,9999.0
147,运维,上海·长宁·新泾,初级运维开发工程师/ Junior DevOps Engineer,其他,外商独资,本科,无要求,1-3年,104000.0,156000.0,100.0,299.0
148,运维,上海·普陀·长征,idc机房运维工程师,河南中杭信息科技有限公司,民营,大专,无要求,1-3年,60000.0,84000.0,100.0,299.0
149,运维,上海·浦东·南汇新城,运维,其他,股份制企业,大专,无要求,1-3年,96000.0,156000.0,500.0,999.0
150,运维,上海·普陀·长寿路,运维,山东威银智能科技有限公司,,本科,无要求,1-3年,96000.0,132000.0,20.0,99.0
151,运维,上海·徐汇·虹梅路,运维,其他,上市公司,大专,无要求,1-3年,108000.0,120000.0,1000.0,9999.0
153,运维,上海·浦东·曹路,TI运维工程师,上海宇量昇科技有限公司,,本科,无要求,经验不限,120000.0,216000.0,300.0,499.0
154,运维,上海·浦东·高东,基础设施运维工程师,其他,上市公司,大专,无要求,3-5年,108000.0,132000.0,1000.0,9999.0
155,运维,上海·长宁·虹桥,桌面运维工程师,其他,上市公司,大专,无要求,1-3年,84000.0,108000.0,20.0,99.0
156,运维,上海·徐汇·虹梅路,IT技术支持（本科/计算机相关专业/学信网可查）,河南中杭信息科技有限公司,民营,本科,无要求,1-3年,84000.0,108000.0,100.0,299.0
157,运维,上海·松江·中山,运维专员,上海国能化学监测仪表有限公司,民营,大专,无要求,1-3年,60000.0,96000.0,20.0,99.0
158,运维,上海·虹口·北外滩,系统运维工程师,上海信息人才服务有限公司,国企,本科,无要求,经验不限,96000.0,120000.0,100.0,299.0
159,运维,上海·徐汇·虹梅路,运维顾问,有启(上海)信息科技有限公司,民营,大专,无要求,1-3年,84000.0,108000.0,1000.0,9999.0
160,运维,上海·黄浦·打浦桥,运维,凯捷中国,外商独资,本科,无要求,无经验,91000.0,104000.0,10000.0,
161,运维,上海·浦东·金桥,系统安全运维工程师,武汉景行英才人力资源服务有限公司,民营,大专,无要求,经验不限,120000.0,192000.0,100.0,299.0
162,运维,上海·浦东·曹路,运维,上海励汇企业管理咨询有限公司,民营,大专,无要求,经验不限,169000.0,182000.0,500.0,999.0
163,运维,上海·浦东·周浦,idc机房运维工程师,北京金道天成信息系统服务有限公司,合资,大专,无要求,3-5年,84000.0,120000.0,1000.0,9999.0
164,运维,上海·浦东·花木,驻场运维工程师,其他,上市公司,大专,无要求,1-3年,84000.0,108000.0,20.0,99.0
165,运维,上海·黄浦·半淞园路,大数据运维工程师,其他,股份制企业,本科,无要求,1-3年,96000.0,180000.0,100.0,299.0
166,运维,上海·浦东·唐镇,驻场运维工程师（上海）,其他,上市公司,本科,无要求,经验不限,104000.0,208000.0,1000.0,9999.0
167,运维,上海·长宁·虹桥,系统安全运维,武汉景行英才人力资源服务有限公司,民营,本科,无要求,1-3年,72000.0,132000.0,100.0,299.0
168,运维,上海·浦东·陆家嘴,项目维护工程师-上海市,北京清大高科系统控制有限公司,民营,本科,无要求,经验不限,104000.0,208000.0,100.0,299.0
169,运维,上海·浦东·金桥,运维,外企德科,合资,本科,无要求,经验不限,252000.0,490000.0,1000.0,9999.0
170,运维,上海·宝山·大场,运维开发工程师,湖南珊瑚信息技术有限公司,民营,本科,无要求,3-5年,96000.0,144000.0,100.0,299.0
171,运维,上海·金山·石化,空气站运维工程师,上海境安环境检测技术有限公司,民营,大专,无要求,1-3年,72000.0,96000.0,20.0,99.0
172,运维,上海·徐汇·华泾,运维,上海科锐派信息科技有限公司,合资,大专,无要求,经验不限,84000.0,96000.0,,20.0
174,运维,上海·宝山·庙行,运维,北京五一深度信息技术有限公司,民营,大专,无要求,1-3年,72000.0,96000.0,100.0,299.0
175,运维,上海·松江·方松,运维,上海科锐派信息科技有限公司,合资,大专,无要求,经验不限,72000.0,96000.0,,20.0
176,运维,上海·松江·小昆山,网络运维(J10061),伟本智能机电（上海）股份有限公司,合资,本科,无要求,1-3年,96000.0,120000.0,300.0,499.0
177,运维,上海·黄浦·淮海中路,技术运维人员,吉布达伟士物流(中国)有限公司,外商独资,大专,无要求,1-3年,96000.0,180000.0,100.0,299.0
178,运维,上海·虹口·北外滩,运维,上海瑞忻智能科技有限公司,民营,中专/中技,无要求,1-3年,84000.0,120000.0,20.0,99.0
179,运维,上海·浦东·张江,应用运维工程师,萨孚凯信息系统(无锡)有限公司,外商独资,大专,无要求,3-5年,169000.0,195000.0,100.0,299.0
181,运维,上海·徐汇·龙华,运维,顶尖传诚,民营,大专,无要求,3-5年,144000.0,204000.0,100.0,299.0
182,运维,上海·浦东·张江,Linux运维工程师/IT运维工程师,美国Selleck生物科技有限公司,合资,大专,无要求,1-3年,130000.0,195000.0,500.0,999.0
183,运维,上海·徐汇·天平路,驻场运维工程师,北京大数元科技发展有限公司,民营,大专,无要求,3-5年,96000.0,180000.0,500.0,999.0
184,运维,上海·浦东·唐镇,运行监控,银联数据服务有限公司,国企,本科,无要求,1-3年,96000.0,156000.0,1000.0,9999.0
185,运维,上海·浦东·曹路,it运维工程师,上海宇量昇科技有限公司,,本科,无要求,经验不限,108000.0,180000.0,300.0,499.0
186,运维,上海·浦东·金桥,运维工程师（上海）,南京争锋信息科技有限公司,合资,本科,无要求,经验不限,96000.0,180000.0,20.0,99.0
187,运维,上海·静安·天目西路,运维开发工程师（PLM系统）-英语面试,大连思泰克科技有限公司,外商独资,大专,无要求,5-10年,247000.0,364000.0,100.0,299.0
188,运维,上海·杨浦·新江湾城,运维,深圳舟航信息科技有限公司,股份制企业,大专,无要求,1-3年,60000.0,84000.0,20.0,99.0
189,运维,上海·青浦·华新,运维工程师,其他,上市公司,大专,无要求,1-3年,84000.0,108000.0,10000.0,
190,运维,上海·黄浦·小东门,监控运维工程师,其他,上市公司,大专,无要求,3-5年,78000.0,104000.0,1000.0,9999.0
191,运维,上海·杨浦·新江湾城,数据库维护/系统运维（大型互联网总部）,上海共启网络科技有限公司,民营,大专,无要求,1-3年,72000.0,120000.0,20.0,99.0
192,运维,上海·普陀·长寿路,运维工程师（光伏电站）,中建材新能源工程有限公司,,大专,无要求,5-10年,112000.0,210000.0,,
193,运维,上海·浦东·上钢新村,运维主管,东方汇金期货有限公司,民营,大专,无要求,1-3年,72000.0,144000.0,100.0,299.0
194,运维,上海·浦东·陆家嘴,it桌面运维工程师（基金公司驻场+不内卷）,上海锐赢,民营,本科,无要求,5-10年,96000.0,180000.0,20.0,99.0
195,运维,上海·嘉定·安亭,桌面运维工程师,上海觉际网络科技有限公司,民营,大专,无要求,1-3年,60000.0,84000.0,,20.0
197,运维,上海·浦东·高桥,运维,北京亚康万玮信息技术股份有限公司,民营,大专,无要求,1-3年,48000.0,72000.0,1000.0,9999.0
198,运维,上海·黄浦·老西门,桌面运维工程师,艾万哲信息技术(大连)有限公司,股份制企业,大专,无要求,1-3年,78000.0,91000.0,300.0,499.0
199,运维,上海·浦东·上钢新村,系统运维工程师,上海威联信息技术有限公司,民营,本科,无要求,3-5年,108000.0,132000.0,100.0,299.0
200,运维,上海·嘉定·徐行,运维,北京亚康万玮信息技术股份有限公司,民营,大专,无要求,1-3年,60000.0,84000.0,1000.0,9999.0
201,运维,上海·虹口·四川北路,网络运维工程师,上海齐高通信实业有限公司,民营,大专,无要求,经验不限,108000.0,180000.0,20.0,99.0
202,运维,上海·浦东·陆家嘴,运维,上海德慧信息技术有限公司,民营,本科,无要求,1-3年,104000.0,169000.0,100.0,299.0
203,运维,上海·浦东·唐镇,云平台运维工程师,其他,上市公司,大专,无要求,3-5年,195000.0,299000.0,1000.0,9999.0
204,运维,上海·杨浦·五角场,变电运维站长,上海冲佳电力工程安装有限公司,民营,学历不限,无要求,经验不限,96000.0,180000.0,100.0,299.0
205,运维,上海·黄浦·外滩,运维,成都迈思信息技术有限公司,民营,本科,无要求,3-5年,96000.0,120000.0,1000.0,9999.0
206,运维,上海·浦东·金桥,运维工程师【上海】,其他,股份制企业,本科,无要求,3-5年,104000.0,156000.0,20.0,99.0
