Unnamed: 0,position,city,specific_position,company_name,company_type,education,ability,experience,min_annual_salary,max_annual_salary,min_company_size,max_company_size
29,数据挖掘,上海·浦东·金桥,统计岗,上海数治数据科技有限公司,民营,学历不限,无要求,经验不限,52000.0,91000.0,20.0,99.0
30,数据挖掘,上海·虹口·北外滩,大数据工程师,上海胜蓝软件技术服务有限公司,民营,本科,无要求,无经验,96000.0,132000.0,20.0,99.0
31,数据挖掘,上海·静安·大宁路,数据开发（大数据）,上海信息人才服务有限公司,国企,本科,无要求,1-3年,180000.0,240000.0,100.0,299.0
32,数据挖掘,上海·静安·天目西路,数据分析师（应届生）,敏捷艾科,民营,本科,无要求,无经验,104000.0,130000.0,20.0,99.0
34,数据挖掘,上海·杨浦·平凉路,数据分析专员,上海利真,民营,本科,无要求,1-3年,104000.0,156000.0,1000.0,9999.0
35,数据挖掘,上海·徐汇·虹梅路,数据治理实施顾问(J11926),其他,股份制企业,本科,无要求,经验不限,84000.0,156000.0,1000.0,9999.0
36,数据挖掘,上海·闵行·吴泾,数据分析师,高恩船舶维护技术咨询(上海)有限公司,外商独资,学历不限,无要求,经验不限,96000.0,168000.0,20.0,99.0
37,数据挖掘,上海·虹口·江湾,管培生（数据分析）,上海天籍信息科技有限公司,民营,硕士,无要求,1年以下,84000.0,120000.0,20.0,99.0
38,数据挖掘,上海·浦东·洋泾,数据挖掘,深圳市天软科技开发有限公司,民营,本科,数据分析,经验不限,60000.0,120000.0,100.0,299.0
39,数据挖掘,上海·普陀·长寿路,数据挖掘,山东浪潮数字服务有限公司,国企,大专,数据治理 Python,3-5年,108000.0,120000.0,500.0,999.0
40,数据挖掘,上海·闵行·吴泾,数据分析助理,阿伽科技(上海)有限公司,民营,本科,无要求,1年以下,96000.0,144000.0,,20.0
41,数据挖掘,上海·虹桥,数据挖掘,其他,股份制企业,本科,无要求,1-3年,140000.0,280000.0,10000.0,
42,数据挖掘,上海·长宁·虹桥,霸王茶姬-初级数据分析-上海(A107625),其他,民营,本科,无要求,1-3年,96000.0,120000.0,1000.0,9999.0
43,数据挖掘,上海·徐汇·斜土路,sfe数据分析专员,其他,上市公司,本科,无要求,经验不限,120000.0,180000.0,1000.0,9999.0
44,数据挖掘,上海·浦东·潍坊新村,数据挖掘,沂泽信息咨询有限公司北京分公司,,本科,BI工具,经验不限,228000.0,300000.0,,20.0
45,数据挖掘,上海·宝山·高境,挖机工,上海良延环保科技发展有限公司,民营,学历不限,包吃 包住 意外险 挖机证,经验不限,96000.0,108000.0,500.0,999.0
46,数据挖掘,上海·长宁·新华路,数据分析师,宽岱睿保(上海)信息技术有限公司,民营,大专,无要求,经验不限,112000.0,210000.0,20.0,99.0
47,数据挖掘,上海·浦东·塘桥,手游数据分析,其他,股份制企业,学历不限,数据分析,1-3年,120000.0,240000.0,100.0,299.0
48,数据挖掘,上海·静安·南京西路,数据挖掘,其他,上市公司,本科,无要求,经验不限,126000.0,168000.0,1000.0,9999.0
49,数据挖掘,上海·浦东·张江,数据挖掘,其他,国企,本科,无要求,1-3年,96000.0,180000.0,10000.0,
50,数据挖掘,上海·浦东·塘桥,数据挖掘,紫金支点,民营,大专,无要求,5-10年,192000.0,252000.0,1000.0,9999.0
51,数据挖掘,上海·黄浦·小东门,数据开发（现场面试+薪资面议）,上海信息人才服务有限公司,国企,学历不限,无要求,5-10年,156000.0,240000.0,100.0,299.0
52,数据挖掘,上海·浦东·金桥,数据挖掘,其他,上市公司,大专,Python Sql,3-5年,84000.0,96000.0,1000.0,9999.0
53,数据挖掘,上海·浦东·洋泾,数据挖掘,深圳市天软科技开发有限公司,民营,本科,无要求,经验不限,72000.0,120000.0,100.0,299.0
54,数据挖掘,上海·静安·南京西路,数据助理,上海启冀文化传播有限公司,民营,本科,无要求,1-3年,72000.0,96000.0,20.0,99.0
55,数据挖掘,上海·浦东·张江,数据挖掘,其他,民营,大专,图像标注 语音标注 音频标注 视频标注 文本标注 大语言模型,3-5年,96000.0,120000.0,10000.0,
56,数据挖掘,上海·浦东·唐镇,数据管理部数据治理与应用岗,其他,上市公司,本科,无要求,3-5年,144000.0,216000.0,10000.0,
57,数据挖掘,上海·青浦·重固,2024校招-网络政策助理 (MJ001567),其他,上市公司,本科,无要求,经验不限,72000.0,120000.0,10000.0,
58,数据挖掘,上海·浦东·南码头路,数据治理工程师,其他,上市公司,本科,无要求,1-3年,96000.0,144000.0,100.0,299.0
59,数据挖掘,上海·徐汇·虹梅路,数据分析师（本科/计算机相关专业/学信网可查）,河南中杭信息科技有限公司,民营,本科,无要求,1-3年,84000.0,96000.0,100.0,299.0
60,数据挖掘,上海·小东门,数据开发岗 (MJ002144),上海东证期货有限公司,国企,本科,无要求,3-5年,180000.0,360000.0,500.0,999.0
61,数据挖掘,上海·浦东·张江,上海-金融催收数据分析专员-9-6双休-五险一金-月入9K+,其他,民营,大专,无要求,1-3年,117000.0,156000.0,1000.0,9999.0
62,数据挖掘,上海·虹口·北外滩,数据开发工程师,其他,上市公司,本科,数据治理 数据清洗 数据仓库,经验不限,96000.0,180000.0,1000.0,9999.0
63,数据挖掘,上海·浦东·金桥,数据挖掘,其他,上市公司,大专,无要求,3-5年,84000.0,96000.0,1000.0,9999.0
64,数据挖掘,上海·浦东·唐镇,数据管理部模型开发岗,其他,上市公司,硕士,数仓开发 数据建模 数据采集 数据调研 数据清洗 数据治理 Python ODPS sql MySQL SQL Server,经验不限,144000.0,216000.0,10000.0,
65,数据挖掘,上海·浦东·金桥,数据工程师,上海宇量昇科技有限公司,,本科,无要求,经验不限,300000.0,600000.0,300.0,499.0
66,数据挖掘,上海·浦东·陆家嘴,数据分析员,南京飞勒克工业设备有限公司,外商独资,本科,SQL SPSS SAS Python,1-3年,112000.0,182000.0,100.0,299.0
67,数据挖掘,上海·杨浦·大桥,数据挖掘,北京万古恒信科技有限公司,民营,大专,无要求,1-3年,84000.0,96000.0,300.0,499.0
68,数据挖掘,上海·浦东·金桥,数据挖掘,其他,上市公司,本科,数据分析,经验不限,96000.0,120000.0,1000.0,9999.0
69,数据挖掘,上海·杨浦·新江湾城,数据分析师-汉高（施华蔻）外包项目,其他,合资,本科,无要求,经验不限,120000.0,156000.0,1000.0,9999.0
70,数据挖掘,上海·静安·大宁路,数据挖掘,其他,民营,本科,无要求,经验不限,240000.0,360000.0,10000.0,
71,数据挖掘,上海·徐汇·虹梅路,数据分析专员,北京丽景天诚环保工程有限公司,民营,大专,无要求,1-3年,120000.0,156000.0,100.0,299.0
72,数据挖掘,上海·杨浦·控江路,数据挖掘,迈锐人力资源服务(沈阳)有限公司,民营,本科,SQL,5-10年,450000.0,675000.0,20.0,99.0
73,数据挖掘,上海·浦东·张江,数据分析师,中讯志远(武汉)科技有限公司,民营,大专,无要求,1-3年,120000.0,180000.0,100.0,299.0
74,数据挖掘,上海·虹口·广中路,初级数据分析工程师,上海嘉勉信息技术有限公司,民营,本科,无要求,1年以下,72000.0,96000.0,20.0,99.0
75,数据挖掘,上海·徐汇·徐家汇,数据支持分析员,高恩船舶维护技术咨询(上海)有限公司,外商独资,本科,无要求,1-3年,108000.0,144000.0,20.0,99.0
76,数据挖掘,上海·静安·天目西路,数据挖掘,敏捷艾科,民营,本科,无要求,1-3年,156000.0,208000.0,20.0,99.0
77,数据挖掘,上海·浦东·潍坊新村,大数据征信产品经理（接受小白）,上海汇浙互联网金融信息服务有限公司,民营,学历不限,无要求,无经验,96000.0,108000.0,100.0,299.0
78,数据挖掘,上海·黄浦·南京东路,数据统计专员（宁波）,宁波萌牙家科技有限公司,民营,本科,无要求,1年以下,96000.0,120000.0,100.0,299.0
79,数据挖掘,上海·闵行·虹桥,数据挖掘,上海光刻电子科技有限公司,合资,大专,无要求,经验不限,65000.0,104000.0,,20.0
80,数据挖掘,上海·静安·彭浦,数据治理顾问,河南驰鹏科技有限公司,其它,本科,数据治理 数据建模 数据架构 Java,3-5年,180000.0,348000.0,20.0,99.0
81,数据挖掘,上海·浦东·陆家嘴,BI工程师（上海）,其他,上市公司,本科,无要求,3-5年,240000.0,300000.0,1000.0,9999.0
82,数据挖掘,上海·静安·大宁路,数据挖掘,其他,民营,本科,无要求,5-10年,240000.0,360000.0,10000.0,
83,数据挖掘,上海·青浦·华新,大数据专家-大平台-团队管理经验,广东君润人力资源服务有限公司,民营,本科,无要求,5-10年,360000.0,540000.0,10000.0,
84,数据挖掘,上海·闵行·新虹,数据挖掘,其他,上市公司,本科,Python R语言,3-5年,156000.0,204000.0,1000.0,9999.0
85,数据挖掘,上海·静安·天目西路,CMT Specialist-完工数据专员,上海冠狮石化工程技术有限公司,合资,大专,无要求,5-10年,240000.0,300000.0,100.0,299.0
87,数据挖掘,上海·浦东·张江,数据建模分析师,上海数治数据科技有限公司,民营,硕士,无要求,经验不限,144000.0,192000.0,20.0,99.0
88,数据挖掘,上海·静安·南京西路,电信大数据平台数据分析师,上海安迪人力资源服务有限公司,股份制企业,本科,无要求,5-10年,300000.0,360000.0,500.0,999.0
89,数据挖掘,上海·陆家嘴,数据分析专员,南京飞勒克工业设备有限公司,外商独资,本科,无要求,1-3年,126000.0,210000.0,100.0,299.0
90,数据挖掘,上海·杨浦·五角场,数据治理高级顾问/项目经理,上海天强管理咨询有限公司,民营,本科,无要求,1-3年,168000.0,216000.0,100.0,299.0
91,数据挖掘,上海·浦东·唐镇,数据挖掘,上海谷胜人力资源服务有限公司,民营,本科,无要求,5-10年,360000.0,480000.0,100.0,299.0
92,数据挖掘,上海·闵行·虹桥,数据挖掘,其他,股份制企业,本科,风险管理 系统开发 信用评分 反欺诈,1-3年,240000.0,360000.0,10000.0,
93,数据挖掘,上海·徐汇·斜土路,Blaze数据分析师,平安普惠融资担保有限公司上海分公司,外商独资,本科,无要求,1-3年,120000.0,240000.0,1000.0,9999.0
95,数据挖掘,上海·浦东·金桥,数据挖掘,其他,合资,本科,无要求,3-5年,192000.0,204000.0,500.0,999.0
96,数据挖掘,上海·南京东路,数据分析师,南京飞勒克工业设备有限公司,外商独资,本科,无要求,1-3年,140000.0,210000.0,100.0,299.0
97,数据挖掘,上海·金山·亭林,数据开发工程师,上海南洋电缆有限公司,民营,本科,OA系统 ERP系统 Oracle SQL Server MySQL PMP项目管理认证,3-5年,195000.0,260000.0,500.0,999.0
98,数据挖掘,上海·静安·南京西路,金融数据分析助理,昂策(上海)资产管理有限公司,民营,本科,无要求,1-3年,84000.0,96000.0,20.0,99.0
99,数据挖掘,上海·长宁·天山路,数据挖掘,艺科物流设备租赁(中国)有限公司,外商独资,本科,无要求,3-5年,130000.0,195000.0,20.0,99.0
100,数据挖掘,上海·黄浦·瑞金二路,数据挖掘,上海艾杰飞人才管理咨询有限公司,外商独资,本科,无要求,1-3年,144000.0,240000.0,100.0,299.0
101,数据挖掘,上海·浦东·高行,数据挖掘,其他,上市公司,大专,无要求,5-10年,192000.0,300000.0,500.0,999.0
102,数据挖掘,上海·浦东·唐镇,数据开发工程师,其他,股份制企业,本科,无要求,5-10年,216000.0,252000.0,300.0,499.0
103,数据挖掘,上海·浦东·陆家嘴,数据开发（基金公司驻场+福利优）,上海锐赢,民营,本科,无要求,1-3年,180000.0,240000.0,20.0,99.0
104,数据挖掘,上海·嘉定·华亭,数据顾问,中讯志远(武汉)科技有限公司,民营,大专,无要求,3-5年,120000.0,180000.0,100.0,299.0
105,数据挖掘,上海·浦东·花木,数据分析师,成都社零科技有限公司,,本科,无要求,1-3年,210000.0,322000.0,20.0,99.0
106,数据挖掘,上海,数据挖掘,其他,民营,本科,无要求,5-10年,300000.0,600000.0,10000.0,
107,数据挖掘,上海·青浦·华新,大数据专家,智联猎头,其它,本科,无要求,5-10年,420000.0,540000.0,1000.0,9999.0
108,数据挖掘,上海·徐汇·枫林路,经济分析师,上海无量寿文化传媒有限公司,其它,本科,无要求,5-10年,144000.0,180000.0,20.0,99.0
109,数据挖掘,上海·浦东·塘桥,数据开发岗,其他,民营,本科,无要求,3-5年,120000.0,180000.0,500.0,999.0
110,数据挖掘,上海·青浦·华新,数据分析师(J14638),其他,股份制企业,本科,无要求,3-5年,234000.0,455000.0,10000.0,
111,数据挖掘,上海·浦东·唐镇,银行正编-数据分析与模型建设,智联猎头,其它,硕士,无要求,3-5年,276000.0,360000.0,1000.0,9999.0
112,数据挖掘,上海·浦东·潍坊新村,数据开发（报表开发+金融经验）,上海锐赢,民营,大专,无要求,3-5年,144000.0,240000.0,20.0,99.0
113,数据挖掘,上海·浦东·三林,数据运营(J29743),其他,合资,大专,销售数据运营 Power BI SQL excel,1-3年,144000.0,240000.0,10000.0,
114,数据挖掘,上海·普陀·长风新村,数据专员,上海安点企业管理咨询有限公司,民营,硕士,无要求,1-3年,104000.0,156000.0,20.0,99.0
115,数据挖掘,上海·青浦·重固,风控数据分析师 (MJ001985),其他,上市公司,学历不限,风控策略 SQL,3-5年,180000.0,360000.0,10000.0,
116,数据挖掘,上海·静安·南京西路,数据分析 BA,上海赞魅国际物流有限公司,民营,大专,无要求,1-3年,120000.0,180000.0,20.0,99.0
117,数据挖掘,上海·黄浦·小东门,数据开发工程师（中原上海）,天宇正清科技有限公司,民营,本科,无要求,3-5年,156000.0,204000.0,500.0,999.0
118,数据挖掘,上海·静安·大宁路,数据分析师,合肥乾筑智能科技有限公司,,本科,无要求,3-5年,300000.0,420000.0,,20.0
119,数据挖掘,上海·浦东·张江,数据科学家（全额公积金）,北京宜通华瑞科技有限公司,民营,本科,Python 机器学习算法 深度学习算法 推荐算法 PyTorch 数据开发 Spark Hadoop 数据分析,3-5年,260000.0,520000.0,1000.0,9999.0
120,数据挖掘,上海·浦东·潍坊新村,数据挖掘,其他,股份制企业,本科,无要求,3-5年,144000.0,180000.0,1000.0,9999.0
121,数据挖掘,上海·黄浦·五里桥,数据分析工程师,翰竺科技(北京)有限公司,外商独资,本科,无要求,1-3年,120000.0,180000.0,100.0,299.0
122,数据挖掘,上海·浦东·三林,数据挖掘,罗欣健康科技发展(北京)有限公司,民营,本科,无要求,1-3年,72000.0,144000.0,500.0,999.0
123,数据挖掘,上海·浦东·潍坊新村,数据分析师（上海中心）(J14728),其他,上市公司,本科,无要求,3-5年,168000.0,280000.0,1000.0,9999.0
124,数据挖掘,上海·淮海中路,BI大数据架构师-上海北京大连,大连凯沃企业管理顾问有限公司,民营,本科,大数据平台 大数据架构 BI,10年以上,420000.0,700000.0,100.0,299.0
125,数据挖掘,上海·静安·大宁路,数据挖掘,其他,民营,本科,无要求,5-10年,240000.0,360000.0,10000.0,
126,数据挖掘,上海·黄浦·南京东路,BI商业数据分析课程/培训招生上海,51Testing,民营,大专,无要求,经验不限,96000.0,144000.0,100.0,299.0
127,数据挖掘,上海·浦东·陆家嘴,数据管理服务助理（数据验证与研究方向）,交银企业管理服务(上海)有限公司,国企,本科,无要求,1-3年,252000.0,300000.0,1000.0,9999.0
128,数据挖掘,上海·浦东·陆家嘴,大数据开发工程师,上海问道云人工智能科技有限公司,民营,本科,数据开发,1-3年,180000.0,240000.0,20.0,99.0
129,数据挖掘,上海·松江·泗泾,数据安全治理规划师,其他,上市公司,本科,无要求,3-5年,360000.0,480000.0,500.0,999.0
130,数据挖掘,上海·浦东·潍坊新村,数据分析师,上海小方制药股份有限公司,外商独资,大专,无要求,1-3年,120000.0,240000.0,500.0,999.0
131,数据挖掘,上海·闵行·七宝,数据处理工程师,南京思影科技有限公司,民营,本科,无要求,经验不限,130000.0,260000.0,20.0,99.0
132,数据挖掘,上海·黄浦·南京东路,数据挖掘,讯升(上海)人力资源有限公司成都分公司,外商独资,本科,无要求,3-5年,320000.0,560000.0,100.0,299.0
133,数据挖掘,上海·浦东·张江,数据挖掘,北京宜通华瑞科技有限公司,民营,本科,Python 报表开发,3-5年,221000.0,325000.0,1000.0,9999.0
135,数据挖掘,上海·徐汇·枫林路,客户分析师,上海无量寿文化传媒有限公司,其它,本科,无要求,5-10年,120000.0,156000.0,20.0,99.0
136,数据挖掘,上海·静安·天目西路,数据挖掘,北京仕邦达人力资源服务有限公司上海分公司,合资,大专,无要求,5-10年,240000.0,420000.0,300.0,499.0
137,数据挖掘,上海·浦东·陆家嘴,数据挖掘,外企德科,合资,本科,无要求,3-5年,168000.0,228000.0,1000.0,9999.0
138,数据挖掘,上海·黄浦·南京东路,数据开发,上海共联通信信息发展有限公司,国企,本科,无要求,5-10年,180000.0,360000.0,500.0,999.0
139,数据挖掘,上海·浦东·三林,大数据开发（现场面试）,深圳极联信息技术股份有限公司,民营,本科,无要求,3-5年,156000.0,168000.0,500.0,999.0
140,数据挖掘,上海·静安·曹家渡,数据完整性顾问,上海慧智思客普管理咨询有限公司,民营,本科,无要求,1-3年,130000.0,260000.0,,20.0
141,数据挖掘,上海·长宁·新泾,数据分析,其他,民营,本科,无要求,5-10年,260000.0,520000.0,10000.0,
142,数据挖掘,上海·闵行·吴泾,数据挖掘,汇智优才(沈阳)人力资源服务有限公司,民营,本科,无要求,5-10年,300000.0,420000.0,20.0,99.0
143,数据挖掘,上海·徐汇·虹梅路,数据库设计师,其他,上市公司,本科,无要求,3-5年,112000.0,224000.0,1000.0,9999.0
144,数据挖掘,上海·静安·大宁路,数据治理顾问,其他,其它,大专,无要求,3-5年,180000.0,240000.0,10000.0,
145,数据挖掘,上海·浦东·张江,高级数据开发工程师,上海西信软件工程有限公司,民营,大专,无要求,5-10年,180000.0,300000.0,100.0,299.0
146,数据挖掘,上海·长宁·新泾,数据挖掘,南阳添才翰格信息科技有限公司,民营,本科,计算机专业 数学/统计学专业 SQL R Python 平台类产品 工具类产品 信用卡策略,3-5年,180000.0,240000.0,500.0,999.0
147,数据挖掘,上海·宝山·大场,航运数据研究员,其他,民营,本科,无要求,1-3年,117000.0,195000.0,20.0,99.0
148,数据挖掘,上海·浦东·张江,数据专家,上海微创软件股份有限公司,合资,本科,无要求,3-5年,390000.0,520000.0,10000.0,
149,数据挖掘,上海·浦东·陆家嘴,法再集团BeeTech - 数据科学家-Senior,北京一蜂科技有限公司,外商独资,硕士,无要求,3-5年,300000.0,480000.0,20.0,99.0
150,数据挖掘,上海·浦东·康桥,数据开发,上海共联通信信息发展有限公司,国企,本科,无要求,5-10年,180000.0,360000.0,500.0,999.0
151,数据挖掘,上海·杨浦·新江湾城,大数据处理总师（上海研发中心）(J10318),中国电子科技集团公司第三十六研究所,国企,博士,无要求,3-5年,180000.0,360000.0,1000.0,9999.0
152,数据挖掘,上海·浦东·金桥,数据治理工程师,维世致新(上海)智能技术有限公司,合资,本科,无要求,1-3年,156000.0,208000.0,20.0,99.0
153,数据挖掘,上海·闵行·七宝,数据处理工程师,南京思影科技有限公司,民营,本科,无要求,经验不限,180000.0,300000.0,20.0,99.0
154,数据挖掘,上海·徐汇·徐家汇,数据分析,其他,股份制企业,本科,无要求,3-5年,144000.0,192000.0,1000.0,9999.0
155,数据挖掘,上海·杨浦·大桥,（BI)高级/资深数据分析师,国泰财产保险有限责任公司,合资,本科,无要求,5-10年,450000.0,600000.0,500.0,999.0
156,数据挖掘,上海·徐汇·枫林路,数据挖掘,其他,民营,本科,无要求,5-10年,168000.0,228000.0,1000.0,9999.0
157,数据挖掘,上海·浦东·三林,数据挖掘,深圳极联信息技术股份有限公司,民营,本科,无要求,3-5年,144000.0,168000.0,500.0,999.0
158,数据挖掘,上海·闵行·新虹,数据分析,其他,上市公司,大专,无要求,3-5年,120000.0,156000.0,1000.0,9999.0
159,数据挖掘,上海·闵行·七宝,数据分析-数据组负责人,其他,民营,本科,无要求,5-10年,216000.0,300000.0,1000.0,9999.0
160,数据挖掘,上海·徐汇·天平路,数据分析师,上海德慧信息技术有限公司,民营,硕士,无要求,经验不限,260000.0,390000.0,100.0,299.0
161,数据挖掘,上海·闵行·新虹,数据分析主管,其他,上市公司,本科,无要求,3-5年,130000.0,195000.0,10000.0,
162,数据挖掘,上海·浦东·南汇新城,数据治理工程师（临港）,维世致新(上海)智能技术有限公司,合资,本科,无要求,1-3年,156000.0,208000.0,20.0,99.0
163,数据挖掘,上海·浦东·陆家嘴,数据管理服务助理（数据统计方向）,交银企业管理服务(上海)有限公司,国企,本科,无要求,1-3年,180000.0,204000.0,1000.0,9999.0
164,数据挖掘,上海·长宁·周家桥,数据挖掘,北京万古恒信科技有限公司,民营,硕士,无要求,1-3年,180000.0,204000.0,300.0,499.0
165,数据挖掘,上海·普陀·长风新村,大数据平台工程师（Apache Superset方向）,其他,民营,本科,APACHE SUPERSET,5-10年,360000.0,420000.0,10000.0,
167,数据挖掘,上海·浦东·北蔡,数据挖掘,外企德科,合资,本科,无要求,3-5年,156000.0,234000.0,1000.0,9999.0
168,数据挖掘,上海·浦东·南码头路,高级大数据开发工程师,杭州中港科技有限公司,民营,本科,Hadoop Hive Flink Spark Python 数据平台,5-10年,180000.0,300000.0,300.0,499.0
169,数据挖掘,上海·浦东·花木,数据运营分析,南京飞勒克工业设备有限公司,外商独资,本科,电商数据运营 商业数据分析 行业数据分析 策略运营 销售数据运营 经营数据分析 市场数据分析 增长运营,1-3年,140000.0,210000.0,100.0,299.0
171,数据挖掘,上海·长宁·新泾,数据分析师,永亿(广州)网络科技有限公司,民营,本科,无要求,5-10年,480000.0,960000.0,500.0,999.0
172,数据挖掘,上海·徐汇·田林,数据挖掘,上海微创软件股份有限公司,合资,本科,无要求,5-10年,192000.0,216000.0,10000.0,
173,数据挖掘,上海·黄浦·南京东路,数据开发,上海共联通信信息发展有限公司,国企,本科,无要求,5-10年,180000.0,360000.0,500.0,999.0
174,数据挖掘,上海·闵行·新虹,数据工程师,其他,民营,本科,Python Sql ETL工具 DataStage Kettle DataX,3-5年,280000.0,420000.0,500.0,999.0
175,数据挖掘,上海·浦东·泥城,数据挖掘,上海季君建设工程有限公司,其它,学历不限,无要求,1-3年,108000.0,120000.0,20.0,99.0
176,数据挖掘,上海·浦东·张江,统计程序员,其他,合资,本科,无要求,1-3年,195000.0,325000.0,1000.0,9999.0
177,数据挖掘,上海·宝山·高境,数据治理咨询顾问,其他,民营,大专,无要求,3-5年,182000.0,252000.0,10000.0,
178,数据挖掘,上海·徐汇·龙华,数据挖掘,黑龙江省卡路里网络科技股份有限公司,民营,本科,无要求,1-3年,156000.0,234000.0,20.0,99.0
179,数据挖掘,上海·浦东·花木,网络安全数据分析师（上海）,河南听潮盛世信息技术有限公司,,本科,无要求,3-5年,96000.0,120000.0,20.0,99.0
181,数据挖掘,上海·徐汇·斜土路,数据处理分析师,其他,上市公司,本科,无要求,1-3年,130000.0,195000.0,1000.0,9999.0
182,数据挖掘,上海·浦东·洋泾,数据产品经理/数据分析师,维恩贝特科技有限公司,民营,本科,MySQL SQL 金融产品 数据分析 Axure 墨刀 TO B,3-5年,234000.0,260000.0,500.0,999.0
183,数据挖掘,上海·徐汇·徐家汇,information analyst,栈外技术服务(上海)有限公司,民营,本科,Python,3-5年,120000.0,144000.0,20.0,99.0
184,数据挖掘,上海·浦东·张江,大数据分析师,上海钦诚信息科技有限公司,,本科,无要求,3-5年,180000.0,252000.0,20.0,99.0
185,数据挖掘,上海·普陀·长风新村,金融大数据分析师,上海汇正财经顾问有限公司,民营,本科,无要求,3-5年,360000.0,720000.0,500.0,999.0
186,数据挖掘,上海·黄浦·南京东路,挖机铲车司机,上海圣林绿化工程有限公司,股份制企业,学历不限,无要求,1-3年,84000.0,120000.0,20.0,99.0
187,数据挖掘,上海·黄浦·南京东路,数据工程/大数据分析咨询顾问,通力凯顿（北京）系统集成有限公司,民营,本科,无要求,3-5年,240000.0,360000.0,100.0,299.0
188,数据挖掘,上海·浦东·张江,数据挖掘,讯升(上海)人力资源有限公司成都分公司,外商独资,硕士,临床数据分析,1-3年,252000.0,480000.0,100.0,299.0
